"Symbol","EndDate","Source","StateTypeCode","RDPerson","RDPersonRatio","RDSpendSum","RDSpendSumRatio"
"300465","2018-12-31","0","1","243","8.1300","48110165.1900","3.0200"
"300465","2019-12-31","0","1","260","8.1200","52503277.0400","2.9900"
"300465","2020-12-31","0","1","299","8.2300","63133646.4500","3.3300"
"300465","2021-12-31","0","1","334","8.3500","76050766.9500","3.3400"
"300466","2012-12-31","1","1","","","9729500.0000","4.5500"
"300466","2012-12-31","1","2","","","9729500.0000","4.5500"
"300466","2013-12-31","1","1","","","11116300.0000","4.3900"
"300466","2013-12-31","1","2","","","11116300.0000","4.3900"
"300466","2014-12-31","1","1","","","10264400.0000","4.2400"
"300466","2014-12-31","1","2","","","10264400.0000","4.2400"
"300466","2015-12-31","0","1","133","21.2100","10165802.2100","4.3600"
"300466","2016-12-31","0","1","261","25.6100","18728822.5900","5.6500"
"300466","2017-12-31","0","1","284","26.7900","35611141.4100","7.8000"
"300466","2018-12-31","0","1","292","28.4000","50054091.0900","11.6500"
"300466","2019-12-31","0","1","361","30.4100","53168288.0300","10.6200"
"300466","2020-12-31","0","1","266","25.4300","59983424.2800","11.0100"
"300466","2021-12-31","0","1","278","26.0000","50026595.6000","8.5200"
"300467","2012-12-31","1","1","","","6658559.3900","7.3600"
"300467","2013-12-31","1","1","","","10623881.3000","7.3700"
"300467","2014-12-31","1","1","","","14145745.1900","7.9400"
"300467","2015-12-31","0","1","103","56.5900","21706895.8700","12.6300"
"300467","2016-12-31","0","1","117","57.6400","34385002.3900","21.7600"
"300467","2017-12-31","0","1","172","65.9000","41189399.9700","14.8100"
"300467","2018-12-31","0","1","217","70.6800","67727571.7000","9.2700"
"300467","2019-12-31","0","1","236","69.0100","102429347.5300","21.1800"
"300467","2020-12-31","0","1","289","80.0600","95790197.0000","20.9800"
"300467","2021-12-31","0","1","282","77.2600","98617995.2500","20.8400"
"300468","2012-12-31","1","2","","","37790200.0000","13.8600"
"300468","2013-12-31","1","2","","","45196100.0000","14.8300"
"300468","2014-12-31","1","2","","","46331800.0000","14.0500"
"300468","2014-12-31","1","1","1184","92.5000","",""
"300468","2015-12-31","0","1","425","33.0000","52805370.2500","17.5800"
"300468","2016-12-31","0","1","440","30.2000","67062415.5100","18.2700"
"300468","2017-12-31","0","1","1012","51.4500","94551500.8300","18.6200"
"300468","2018-12-31","0","1","711","38.6600","75321614.9400","15.4400"
"300468","2019-12-31","0","1","1015","52.1300","84315394.8600","16.0400"
"300468","2020-12-31","0","1","722","32.0200","79675041.7700","13.8800"
"300468","2021-12-31","0","1","918","42.3200","84755461.7600","13.2100"
"300469","2012-12-31","1","1","82","9.8300","11264400.0000","4.3900"
"300469","2013-12-31","1","1","91","9.2300","17326700.0000","5.6400"
"300469","2014-12-31","1","1","130","11.2200","33967700.0000","9.2200"
"300469","2015-12-31","0","1","417","29.3000","44873997.7500","10.2500"
"300469","2016-12-31","0","1","506","28.6200","54709983.3000","10.5000"
"300469","2017-12-31","0","1","479","27.4000","53268049.9300","9.4400"
"300469","2018-12-31","0","1","524","27.9200","60071103.5100","8.5000"
"300469","2019-12-31","0","1","799","38.0700","92603893.1000","14.4600"
"300469","2020-12-31","0","1","446","44.6000","48127848.3300","8.4100"
"300469","2021-12-31","0","1","337","42.3400","44434765.6700","10.5300"
"300470","2012-12-31","1","1","75","","16989100.0000","5.5000"
"300470","2013-12-31","1","1","74","","19496600.0000","5.8600"
"300470","2014-12-31","1","1","76","13.5000","19437800.0000","5.4500"
"300470","2015-12-31","0","1","77","13.7700","20165383.1600","6.2300"
"300470","2016-12-31","0","1","73","13.2500","20227004.8800","6.0500"
"300470","2017-12-31","0","1","113","14.7100","26082546.1100","5.2600"
"300470","2018-12-31","0","1","150","14.1400","34697212.3900","4.9200"
"300470","2019-12-31","0","1","147","13.3800","37571399.9900","4.2300"
"300470","2020-12-31","0","1","148","13.7000","41269988.1600","4.4600"
"300470","2021-12-31","0","1","184","14.1400","51958514.8300","4.5900"
"300471","2012-12-31","1","1","","","28012400.0000","4.4600"
"300471","2013-12-31","1","1","","","44946300.0000","5.3700"
"300471","2014-12-31","1","1","265","23.4100","57386800.0000","5.9900"
"300471","2015-12-31","0","1","349","27.3900","64721906.0000","5.8100"
"300471","2016-12-31","0","1","346","25.5400","33127166.3600","2.5500"
"300471","2017-12-31","0","1","248","19.0700","27178018.6100","3.6800"
"300471","2018-12-31","0","1","122","14.8200","47933784.8800","12.9400"
"300471","2019-12-31","0","1","113","15.5000","27509259.3100","5.0700"
"300471","2020-12-31","0","1","152","16.9300","32052062.3500","6.7000"
"300471","2021-12-31","0","1","186","17.1300","42140558.8700","4.8200"
"300472","2012-12-31","1","1","97","33.4500","7539988.6700","4.6200"
"300472","2013-12-31","1","1","112","33.1400","9020701.1700","5.2000"
"300472","2014-12-31","1","1","124","30.1000","13466560.8800","7.0000"
"300472","2015-12-31","0","1","92","22.0000","14049133.0100","6.5600"
"300472","2016-12-31","0","1","95","22.0000","15579409.5000","7.1100"
"300472","2017-12-31","0","1","189","21.6200","21347667.3400","7.0500"
"300472","2018-12-31","0","1","193","25.9700","39215282.0100","7.3200"
"300472","2019-12-31","0","1","181","24.6900","35917615.4900","7.3900"
"300472","2020-12-31","0","1","172","28.6200","41371007.3000","9.3400"
"300472","2021-12-31","0","1","215","30.9400","69537026.4800","10.1600"
"300473","2012-12-31","1","2","","","20038700.0000","3.9800"
"300473","2012-12-31","1","1","","","23336600.0000","4.3309"
"300473","2013-12-31","1","2","","","20080400.0000","3.5200"
"300473","2013-12-31","1","1","","","23111100.0000","3.7740"
"300473","2014-12-31","1","2","","","22604400.0000","3.6700"
"300473","2014-12-31","1","1","188","15.9500","26472800.0000","4.0469"
"300473","2015-12-31","0","1","230","18.8400","27299176.9400","3.9300"
"300473","2016-12-31","0","1","236","16.8500","33402891.5100","5.3600"
"300473","2017-12-31","0","1","462","10.4000","45125955.0400","1.7800"
"300473","2018-12-31","0","1","492","9.8000","112803776.6000","2.9500"
"300473","2019-12-31","0","1","546","11.9700","237476042.6400","6.1500"
"300473","2020-12-31","0","1","524","12.1900","210325396.8200","6.2100"
"300473","2021-12-31","0","1","503","12.3600","228208174.0400","6.2300"
"300474","2013-12-31","1","1","","","29737000.0000","18.2400"
"300474","2014-12-31","1","1","","","33901500.0000","16.5500"
"300474","2015-12-31","1","1","204","55.1400","33122400.0000","13.8200"
"300474","2016-12-31","0","1","238","57.3500","50135349.2600","18.0300"
"300474","2017-12-31","0","1","284","59.2900","58037201.5200","18.9500"
"300474","2018-12-31","0","1","335","60.3600","80706081.9700","20.3200"
"300474","2019-12-31","0","1","465","64.3200","117164726.6800","22.0700"
"300474","2020-12-31","0","1","587","68.4900","177403749.3200","27.1400"
"300474","2021-12-31","0","1","834","68.8700","272516131.3600","24.9300"
"300475","2012-12-31","1","2","","","12922300.0000","3.2600"
"300475","2013-12-31","1","2","","","12679400.0000","3.2200"
"300475","2014-12-31","1","2","","","14266600.0000","3.1100"
"300475","2015-12-31","0","1","33","5.0000","16327680.2000","4.2500"
"300475","2016-12-31","0","1","51","7.0500","18890685.6800","3.9200"
"300475","2017-12-31","0","1","47","5.2500","17705182.5400","3.7100"
"300475","2018-12-31","0","1","60","7.9800","20630832.2000","6.7300"
"300475","2019-12-31","0","1","42","6.4100","14796737.8300","4.9100"
"300475","2020-12-31","0","1","37","5.8700","11470848.8100","4.3300"
"300475","2021-12-31","0","1","23","3.5400","8436049.3900","0.0900"
"300476","2012-12-31","1","1","","","35857300.0000","3.7600"
"300476","2013-12-31","1","1","","","42649700.0000","4.3500"
"300476","2014-12-31","1","1","346","12.7400","52506500.0000","4.8300"
"300476","2015-12-31","0","1","379","12.5600","73463654.5900","5.7200"
"300476","2016-12-31","0","1","371","9.7600","98958670.0300","5.4400"
"300476","2017-12-31","0","1","440","9.5100","99690469.1200","4.0800"
"300476","2018-12-31","0","1","580","11.0700","163244654.6300","4.9400"
"300476","2019-12-31","0","1","732","12.0500","173083455.7100","4.4600"
"300476","2020-12-31","0","1","932","10.4500","221124588.6700","3.9500"
"300476","2021-12-31","0","1","1011","10.2900","297432628.8900","4.0000"
"300477","2012-12-31","1","1","94","13.4500","28875500.0000","5.5900"
"300477","2013-12-31","1","1","118","12.1500","44606500.0000","6.2500"
"300477","2014-12-31","1","1","125","11.2500","44490200.0000","4.8800"
"300477","2015-12-31","0","1","146","11.6000","69015264.4700","6.1800"
"300477","2016-12-31","0","1","132","11.7300","72449508.7300","5.7400"
"300477","2017-12-31","0","1","323","19.8000","142599684.3600","6.7600"
"300477","2018-12-31","0","1","312","19.9900","116492362.6700","5.8000"
"300477","2019-12-31","0","1","332","19.8900","146024544.5700","7.7100"
"300477","2020-12-31","0","1","217","13.0100","64307793.2800","4.9500"
"300477","2021-12-31","0","1","294","16.4700","80003322.8700","3.2900"
"300478","2012-12-31","1","1","","","21197100.0000","4.4600"
"300478","2013-12-31","1","1","","","24899000.0000","4.6100"
"300478","2014-12-31","1","1","","","23306000.0000","4.0700"
"300478","2014-12-31","1","2","42","15.1500","",""
"300478","2015-12-31","0","1","53","14.6400","28540877.2900","5.2600"
"300478","2016-12-31","0","1","57","15.9700","36741366.2500","6.5400"
"300478","2017-12-31","0","1","128","18.7100","35049291.3000","5.3800"
"300478","2018-12-31","0","1","53","15.1000","52560952.3300","6.1600"
"300478","2019-12-31","0","1","50","14.9700","39384444.7200","5.6500"
"300478","2020-12-31","0","1","47","17.4700","34794427.7100","8.4600"
"300478","2021-12-31","0","1","41","17.0800","22048518.9700","5.7000"
"300479","2012-12-31","1","1","","","18619100.0000","9.2300"
"300479","2013-12-31","1","1","","","17221100.0000","8.1200"
"300479","2014-12-31","1","1","117","35.3500","18822700.0000","7.6100"
"300479","2015-12-31","0","1","113","34.5600","19791133.0700","5.6700"
"300479","2016-12-31","0","1","160","39.4100","22604206.9800","8.0900"
"300479","2017-12-31","0","1","275","46.6100","43638201.4100","12.2700"
"300479","2018-12-31","0","1","273","42.8600","56652616.9700","13.9700"
"300479","2019-12-31","0","1","302","46.3900","59005287.1200","12.5400"
"300479","2020-12-31","0","1","299","46.7200","55317370.0700","14.7300"
"300479","2021-12-31","0","1","290","47.2300","61009204.0300","16.6600"
"300480","2012-12-31","1","1","","","11036700.0000","8.3300"
"300480","2013-12-31","1","1","","","13878000.0000","9.8900"
"300480","2014-12-31","1","1","147","42.0000","14244100.0000","11.1900"
"300480","2015-12-31","0","1","144","40.9100","16864097.1500","13.9700"
"300480","2016-12-31","0","1","154","41.5100","17069142.3400","12.9200"
"300480","2017-12-31","0","1","169","40.3300","19892429.4300","10.3300"
"300480","2018-12-31","0","1","212","43.7100","30824962.0200","12.1500"
"300480","2019-12-31","0","1","210","45.0600","39697661.7800","13.3800"
"300480","2020-12-31","0","1","226","46.9900","41668812.3300","13.3900"
"300480","2021-12-31","0","1","348","44.7300","62198481.5400","11.7300"
"300481","2012-12-31","1","1","","","13422300.0000","3.5900"
"300481","2013-12-31","1","1","","","12891700.0000","3.2900"
"300481","2014-12-31","1","1","42","27.4500","17163500.0000","4.5700"
"300481","2015-12-31","0","1","43","24.4300","18193042.5600","5.1900"
"300481","2016-12-31","0","1","57","27.6700","30770233.9900","8.1900"
"300481","2017-12-31","0","1","67","27.1300","44795501.9100","8.2800"
"300481","2018-12-31","0","1","68","22.7400","52954564.0100","8.3300"
"300481","2019-12-31","0","1","85","22.1900","50161359.2500","7.3700"
"300481","2020-12-31","0","1","153","28.2800","69723236.9400","7.6400"
"300481","2021-12-31","0","1","165","24.2300","79595412.9300","5.7100"
"300482","2012-12-31","1","1","89","14.1300","27920400.0000","12.2600"
"300482","2013-12-31","1","1","115","15.9700","29661500.0000","11.9500"
"300482","2014-12-31","1","1","137","14.6200","36649400.0000","10.0300"
"300482","2015-12-31","0","1","185","16.7100","45605672.2300","10.6400"
"300482","2016-12-31","0","1","269","22.6400","61723888.9800","11.2800"
"300482","2017-12-31","0","1","398","19.9400","105897509.4000","9.2400"
"300482","2018-12-31","0","1","457","20.2900","151056094.6300","9.1500"
"300482","2019-12-31","0","1","532","21.4900","189967795.6000","9.1700"
"300482","2020-12-31","0","1","706","24.1300","319370924.2400","11.3600"
"300482","2021-12-31","0","1","831","24.3600","459038743.9900","13.6600"
"300483","2012-12-31","1","1","","","7643500.0000","2.5700"
"300483","2012-12-31","1","2","","","6834400.0000","4.5300"
"300483","2013-12-31","1","1","","","9721100.0000","2.6100"
"300483","2013-12-31","1","2","","","8347200.0000","4.8000"
"300483","2014-12-31","1","1","56","15.7700","10205100.0000","2.6300"
"300483","2014-12-31","1","2","","","8880900.0000","4.6400"
"300483","2015-12-31","0","1","54","14.1000","8481303.1700","2.2000"
"300483","2016-12-31","0","1","53","13.8400","7065460.8900","2.2000"
"300483","2017-12-31","0","1","50","14.1600","11883891.7100","3.0900"
"300483","2018-12-31","0","1","48","13.7100","15030820.3200","4.4400"
"300483","2019-12-31","0","1","65","14.9100","62255949.6300","4.0700"
"300483","2020-12-31","0","1","77","17.3800","74354518.6400","4.8700"
"300483","2021-12-31","0","1","84","19.5800","92896586.7600","5.0900"
"300484","2012-12-31","1","1","","","17144900.0000","10.6900"
"300484","2013-12-31","1","1","","","19572900.0000","9.1700"
"300484","2014-12-31","1","1","","","22953100.0000","11.2100"
"300484","2015-09-30","1","1","128","41.0300","23280600.0000","13.6900"
"300484","2015-12-31","0","1","132","40.3700","34450081.6400","11.1200"
"300484","2016-12-31","0","1","206","40.7900","48987521.9800","7.2300"
"300484","2017-12-31","0","1","212","42.4800","49879998.1900","8.6100"
"300484","2018-12-31","0","1","206","44.9800","41650052.9600","10.3600"
"300484","2019-12-31","0","1","178","43.2000","49860360.0800","15.5800"
"300484","2020-12-31","0","1","149","40.7100","31944994.3400","7.9700"
"300484","2021-12-31","0","1","130","35.6200","30828655.6300","6.0200"
"300485","2012-12-31","1","1","","","14863900.0000","3.7500"
"300485","2013-12-31","1","1","","","16349200.0000","3.4000"
"300485","2014-12-31","1","1","","","32511700.0000","5.5100"
"300485","2015-12-31","0","1","97","22.0000","42506452.6900","7.0000"
"300485","2016-12-31","0","1","88","18.0000","88902351.8500","14.4300"
"300485","2017-12-31","0","1","88","20.5600","26107041.4900","3.4800"
"300485","2018-12-31","0","1","84","18.9200","52716548.2200","3.6900"
"300485","2019-12-31","0","1","89","18.9400","66323835.1300","5.5700"
"300485","2020-12-31","0","1","106","17.0700","96718990.8900","8.8400"
"300485","2021-12-31","0","1","109","18.7000","116490435.6600","11.0900"
"300486","2012-12-31","1","1","","","14505800.0000","3.9000"
"300486","2013-12-31","1","1","","","14383600.0000","3.7200"
"300486","2014-12-31","1","1","144","29.1500","15150200.0000","3.8200"
"300486","2015-12-31","0","1","76","15.1700","20835372.6100","5.7000"
"300486","2016-12-31","0","1","63","13.4700","22682193.6100","11.4000"
"300486","2017-12-31","0","1","80","17.1300","22285055.6900","4.3900"
"300486","2018-12-31","0","1","111","29.6800","30339254.6900","4.3500"
"300486","2019-12-31","0","1","116","31.8700","34991993.3700","4.7500"
"300486","2020-12-31","0","1","207","26.7400","41664037.5500","4.0300"
"300486","2021-12-31","0","1","208","26.3900","54173229.8900","4.1700"
"300487","2012-12-31","1","1","","","10144800.0000","4.5900"
"300487","2013-12-31","1","1","","","14548900.0000","5.7200"
"300487","2014-12-31","1","1","55","19.5000","15161000.0000","5.3000"
"300487","2015-12-31","0","1","74","23.9500","18844447.4700","6.3800"
"300487","2016-12-31","0","1","76","22.5500","19953057.3200","6.0000"
"300487","2017-12-31","0","1","95","16.3500","26301199.5000","5.9200"
"300487","2018-12-31","0","1","112","16.1800","32776920.8300","5.1900"
"300487","2019-12-31","0","1","142","15.2200","62362250.9800","6.1600"
"300487","2020-12-31","0","1","148","15.5500","54747562.9600","5.9300"
"300487","2021-12-31","0","1","208","19.6200","76830551.5900","6.4300"
"300488","2012-12-31","1","1","","","6932500.0000","4.3200"
"300488","2013-12-31","1","1","","","7495000.0000","5.0300"
"300488","2014-12-31","1","1","59","13.1100","8429900.0000","4.8700"
"300488","2015-12-31","0","1","72","14.8800","9686531.1800","5.2700"
"300488","2016-12-31","0","1","72","14.1700","12342695.1900","5.9000"
"300488","2017-12-31","0","1","90","13.6800","17147258.2800","5.2900"
"300488","2017-12-31","0","2","","","14610000.0000","5.5300"
"300488","2018-12-31","0","1","117","17.1300","18428925.1100","5.0800"
"300488","2019-12-31","0","1","160","12.7300","18164123.4900","5.1600"
"300488","2020-12-31","0","1","182","24.8900","20422908.4800","5.2700"
"300488","2020-12-31","0","2","","","16002900.0000","5.6300"
"300488","2021-12-31","0","1","192","27.0000","27942051.1000","5.4900"
"300489","2012-12-31","1","1","","","7119700.0000","4.4400"
"300489","2013-12-31","1","1","","","6285200.0000","4.0100"
"300489","2014-12-31","1","1","38","13.1500","5755200.0000","3.6600"
"300489","2015-12-31","0","1","45","12.4700","4828236.9200","3.7400"
"300489","2016-12-31","0","1","34","9.7700","5823281.2300","4.2300"
"300489","2017-12-31","0","1","27","11.2000","6922598.8400","4.8100"
"300489","2018-12-31","0","1","24","10.1700","5734156.8300","3.9000"
"300489","2019-12-31","0","1","26","11.6100","4748575.6100","3.6800"
"300489","2020-12-31","0","1","35","7.5600","8085790.5700","1.9500"
"300489","2021-12-31","0","1","138","12.4100","42182097.5800","5.8300"
"300490","2012-12-31","1","1","","","15134900.0000","4.5700"
"300490","2013-12-31","1","1","","","21826600.0000","6.3800"
"300490","2014-12-31","1","1","","","25044700.0000","6.9900"
"300490","2015-06-30","1","1","253","33.9100","12243800.0000","6.4200"
"300490","2015-12-31","0","1","259","35.2900","26552310.8600","6.3300"
"300490","2016-12-31","0","1","315","37.6300","33191676.2500","6.4400"
"300490","2017-12-31","0","1","612","39.3800","45019682.1600","7.2500"
"300490","2018-12-31","0","1","687","39.7300","92419225.8600","6.7000"
"300490","2019-12-31","0","1","698","41.2700","88515569.2100","6.1500"
"300490","2020-12-31","0","1","653","37.9900","80668590.5500","6.9400"
"300490","2021-12-31","0","1","651","31.2800","137531306.3400","6.0600"
"300491","2012-12-31","1","1","","","8616600.0000","7.7600"
"300491","2013-12-31","1","1","","","12413000.0000","9.3200"
"300491","2014-12-31","1","1","","","16527400.0000","11.1400"
"300491","2015-06-30","1","1","88","25.5100","6867700.0000","11.3400"
"300491","2015-12-31","0","1","97","20.5100","20097999.6000","10.8400"
"300491","2016-12-31","0","1","147","28.2700","24523011.6900","11.0100"
"300491","2017-12-31","0","1","119","28.9500","30555204.2200","14.0900"
"300491","2018-12-31","0","1","112","29.1700","24666582.2600","15.2300"
"300491","2019-12-31","0","1","172","29.4500","36211593.9000","13.0900"
"300491","2020-12-31","0","1","184","28.2200","38936457.2500","12.1500"
"300491","2021-12-31","0","1","230","30.6700","44793269.7800","10.6400"
"300493","2012-12-31","1","1","48","30.0000","15663100.0000","1.6500"
"300493","2012-12-31","1","2","","","15663100.0000","5.3800"
"300493","2013-12-31","1","1","52","30.5900","21832200.0000","2.1800"
"300493","2013-12-31","1","2","","","20982400.0000","6.5800"
"300493","2014-12-31","1","1","52","29.3800","22834600.0000","2.2500"
"300493","2014-12-31","1","2","","","22088100.0000","8.2000"
"300493","2015-06-30","1","1","49","26.3400","10318500.0000","2.0100"
"300493","2015-06-30","1","2","","","9772000.0000","6.5400"
"300493","2015-12-31","0","1","53","28.4900","21783888.7700","1.9100"
"300493","2016-12-31","0","1","62","31.3100","22852379.0000","1.4800"
"300493","2017-12-31","0","1","54","28.0500","31454562.6000","1.7200"
"300493","2018-12-31","0","1","57","30.1600","30371015.3700","1.7900"
"300493","2019-12-31","0","1","55","30.9000","24041868.6900","1.6600"
"300493","2020-12-31","0","1","47","29.0100","27187891.0800","1.9600"
"300493","2021-12-31","0","1","52","29.8800","38516831.1800","2.0700"
"300494","2012-12-31","1","1","74","","14960400.0000","8.7800"
"300494","2013-12-31","1","1","113","","17619400.0000","8.2700"
"300494","2014-12-31","1","1","149","","25536900.0000","11.0200"
"300494","2015-06-30","1","1","162","35.4500","14089100.0000","13.8500"
"300494","2015-12-31","0","1","286","56.5200","33984118.0800","14.1700"
"300494","2016-12-31","0","1","299","56.6300","39189664.9500","11.3900"
"300494","2017-12-31","0","1","295","55.5600","44637807.0100","11.2500"
"300494","2018-12-31","0","1","290","54.8200","49694634.2400","10.0000"
"300494","2019-12-31","0","1","326","58.7400","58143733.8300","8.8000"
"300494","2020-12-31","0","1","332","60.3600","78676543.9100","8.7800"
"300494","2021-12-31","0","1","332","59.8200","72651703.8500","5.9500"
"300496","2012-12-31","1","1","756","","33167900.0000","13.1600"
"300496","2013-12-31","1","1","","","41884700.0000","12.4600"
"300496","2014-12-31","1","1","","","79179000.0000","17.5100"
"300496","2015-06-30","1","1","1531","89.2200","27988200.0000","10.4300"
"300496","2015-12-31","0","1","1914","90.1100","115769132.6400","18.8100"
"300496","2016-12-31","0","1","2633","92.2200","146659949.4600","17.3000"
"300496","2017-12-31","0","1","2435","89.5900","144394367.4600","12.4200"
"300496","2018-12-31","0","1","3017","88.7600","279697782.8200","19.1000"
"300496","2019-12-31","0","1","4432","90.2800","339011335.9200","18.5600"
"300496","2020-12-31","0","1","6800","92.2000","480010931.9900","18.2700"
"300496","2021-12-31","0","1","10350","90.2600","825983219.3500","20.0200"
"300496","2022-12-31","0","1","12087","91.3000","1217532491.9700","22.3600"
"300497","2012-12-31","1","1","","","13110500.0000","3.6400"
"300497","2013-12-31","1","1","","","13992100.0000","3.1600"
"300497","2014-12-31","1","1","","","17865900.0000","3.5000"
"300497","2015-06-30","1","1","114","13.0900","8370400.0000","3.3600"
"300497","2015-12-31","0","1","149","15.8000","18331460.2300","3.1600"
"300497","2016-12-31","0","1","144","11.8100","30901215.7500","4.0500"
"300497","2017-12-31","0","1","156","11.6300","43508793.5400","4.5400"
"300497","2018-12-31","0","1","206","14.5800","52877362.3300","4.5400"
"300497","2019-12-31","0","1","287","19.6600","59456016.1500","4.3900"
"300497","2020-12-31","0","1","271","16.8500","77542435.1200","5.1900"
"300497","2021-12-31","0","1","301","16.2800","78511845.6900","5.4900"
"300498","2015-12-31","0","1","1265","2.8700","182733452.8300","0.3800"
"300498","2016-12-31","0","1","1349","2.7400","190021911.0400","0.3200"
"300498","2017-12-31","0","1","1524","3.0100","233231896.4100","0.4200"
"300498","2018-12-31","0","1","1575","3.2400","552537503.9100","0.9700"
"300498","2019-12-31","0","1","1620","3.2400","570337330.2000","0.7800"
"300498","2020-12-31","0","1","1716","3.2500","679071894.2900","0.9100"
"300498","2021-12-31","0","1","1657","3.7700","603407533.7800","0.9300"
"300499","2012-12-31","1","1","","","14856600.0000","5.9800"
"300499","2013-12-31","1","1","","","18333500.0000","6.5400"
"300499","2014-12-31","1","1","","","17686100.0000","6.2400"
"300499","2015-06-30","1","1","88","19.0300","11150300.0000","7.5600"
"300499","2015-12-31","0","1","154","27.6000","24525043.8000","6.9300"
"300499","2016-12-31","0","1","162","25.4700","34677912.7000","7.3900"
"300499","2017-12-31","0","1","182","28.9300","40575542.1200","7.2600"
"300499","2018-12-31","0","1","200","31.0100","42502131.4100","6.5100"
"300499","2019-12-31","0","1","272","22.8000","45732406.7100","5.6000"
"300499","2020-12-31","0","1","285","22.5700","56824326.2800","4.6300"
"300499","2021-12-31","0","1","422","16.0100","79151511.5300","4.7100"
"300500","2012-12-31","1","1","","","11699000.0000","4.6500"
"300500","2013-12-31","1","1","","","11780700.0000","4.1300"
"300500","2014-12-31","1","1","","","13354600.0000","3.9500"
"300500","2015-06-30","1","1","","","7232800.0000","4.4800"
"300500","2015-12-31","0","1","179","23.1600","15708141.4800","4.7300"
"300500","2016-12-31","0","1","176","30.0000","15990323.3000","4.0800"
"300500","2017-12-31","0","1","169","26.0000","19297724.6900","3.8000"
"300500","2018-12-31","0","1","322","29.0400","40756429.5800","3.7300"
"300500","2019-12-31","0","1","338","21.1400","64076741.6100","5.1100"
"300500","2020-12-31","0","1","344","18.8100","78678287.5200","4.2500"
"300500","2021-12-31","0","1","447","20.8800","105505692.8900","4.5800"
"300501","2012-12-31","1","1","","","10136200.0000","4.8200"
"300501","2013-12-31","1","1","","","15703100.0000","5.6600"
"300501","2014-12-31","1","1","","","16156800.0000","5.5700"
"300501","2015-09-30","1","1","30","11.9000","12648100.0000","5.8800"
"300501","2015-12-31","0","1","32","12.7500","16778496.9000","5.7100"
"300501","2016-12-31","0","1","60","17.7000","16362021.7300","5.4300"
"300501","2017-12-31","0","1","58","13.7800","16865268.9000","4.4900"
"300501","2018-12-31","0","1","87","16.8300","23264042.4800","4.5900"
"300501","2019-12-31","0","1","79","13.0800","26436702.0800","4.2600"
"300501","2020-12-31","0","1","85","14.9400","24294381.8700","3.4000"
"300501","2021-12-31","0","1","85","12.0900","32877686.1800","3.8400"
"300502","2013-12-31","1","1","","","14951600.0000","3.2400"
"300502","2014-12-31","1","1","","","18189000.0000","3.4800"
"300502","2015-12-31","1","1","99","12.4200","23420300.0000","3.8100"
"300502","2016-12-31","0","1","117","14.3600","29256149.4500","4.1000"
"300502","2017-12-31","0","1","138","14.4800","44932028.8700","5.1200"
"300502","2018-12-31","0","1","168","17.4300","52664669.6900","6.9300"
"300502","2019-12-31","0","1","192","17.7100","81343198.4500","6.9800"
"300502","2020-12-31","0","1","242","13.5100","85082819.9300","4.2600"
"300502","2021-12-31","0","1","297","14.7500","108424232.1800","3.7300"
"300503","2013-12-31","1","1","","","19195000.0000","7.6100"
"300503","2014-12-31","1","1","","","14625400.0000","7.3100"
"300503","2015-12-31","1","1","104","12.2500","20264200.0000","9.1600"
"300503","2016-12-31","0","1","177","14.9600","27538627.0500","8.3200"
"300503","2017-12-31","0","1","291","16.1800","44600056.4400","10.0100"
"300503","2018-12-31","0","1","403","20.7200","59881634.6000","12.9700"
"300503","2019-12-31","0","1","247","18.3600","54218117.0300","15.4200"
"300503","2020-12-31","0","1","265","16.1900","70217009.9500","8.0300"
"300503","2021-12-31","0","1","266","12.1500","89578696.4000","7.8600"
"300504","2014-12-31","1","1","","","15999500.0000","2.8800"
"300504","2015-12-31","1","1","","","34296000.0000","3.1600"
"300504","2016-12-31","1","1","","","73356600.0000","4.1000"
"300504","2017-09-30","1","1","332","10.4200","56808100.0000","3.3100"
"300504","2017-12-31","0","1","375","10.5200","89389951.0000","3.8000"
"300504","2018-12-31","0","1","486","12.8900","89587584.7300","3.2300"
"300504","2019-12-31","0","1","424","14.6500","119018095.7900","5.5700"
"300504","2020-12-31","0","1","466","18.3500","116839301.1900","6.1300"
"300504","2021-12-31","0","1","462","17.7100","132931461.2300","5.5400"
"300505","2013-12-31","1","1","","","14768640.4600","2.7700"
"300505","2014-12-31","1","1","","","13120341.0900","2.8500"
"300505","2015-12-31","1","1","","","13041353.3600","2.3900"
"300505","2015-12-31","1","2","70","7.6100","",""
"300505","2016-12-31","0","1","83","8.1000","14948297.4700","2.3100"
"300505","2017-12-31","0","1","95","8.8000","18946253.3600","2.3700"
"300505","2018-12-31","0","1","97","7.1700","19675985.4200","2.0400"
"300505","2019-12-31","0","1","101","6.8200","21882787.7800","1.9400"
"300505","2020-12-31","0","1","147","9.4000","23757821.3900","2.2600"
"300505","2021-12-31","0","1","162","10.1000","33525237.4200","2.1800"
"300506","2012-12-31","1","1","","","8047700.0000","4.7500"
"300506","2013-12-31","1","1","","","9877800.0000","4.7900"
"300506","2014-12-31","1","1","","","9911100.0000","4.2200"
"300506","2015-09-30","1","1","32","10.1900","6779100.0000","3.9700"
"300506","2015-12-31","0","1","34","14.4700","10919761.7200","4.4100"
"300506","2016-12-31","0","1","38","11.5900","14546726.4300","3.5000"
"300506","2017-12-31","0","1","84","15.1400","25796673.8800","3.7800"
