"Symbol","EndDate","Source","StateTypeCode","RDPerson","RDPersonRatio","RDSpendSum","RDSpendSumRatio"
"002352","2006-12-31","1","1","","","1009800.0000","0.8900"
"002352","2007-12-31","1","1","","","1670900.0000","0.7500"
"002352","2008-12-31","1","1","","","2874100.0000","0.7300"
"002352","2009-06-30","1","1","","","1862700.0000","1.0800"
"002352","2009-12-31","0","1","","","2986100.0000","0.7200"
"002352","2010-12-31","0","1","","","4682000.0000","0.9900"
"002352","2011-12-31","0","1","","","10599278.0000","1.5300"
"002352","2012-12-31","0","1","","","28729300.0000","3.4500"
"002352","2013-12-31","0","1","","","24331200.0000","3.3700"
"002352","2014-12-31","0","1","","","25265200.0000","3.1100"
"002352","2015-12-31","0","1","61","16.0500","25533193.0400","3.8200"
"002352","2016-12-31","0","1","2088","1.6800","560570000.0000","0.9800"
"002352","2017-12-31","0","1","2800","1.9700","1166968078.1800","1.6400"
"002352","2018-12-31","0","1","5139","3.8000","2156124907.1300","2.3700"
"002352","2019-12-31","0","1","5058","4.4100","2565400199.6300","2.2900"
"002352","2020-12-31","0","1","6089","4.9900","3000756361.1600","1.9500"
"002352","2021-12-31","0","1","6271","3.5400","3651655000.0000","1.7600"
"002353","2006-12-31","1","1","","","356000.0000","0.1900"
"002353","2007-12-31","1","1","","","647000.0000","0.2100"
"002353","2008-12-31","1","1","","","1074800.0000","0.2400"
"002353","2009-06-30","1","1","","","994000.0000","0.2900"
"002353","2010-12-31","0","1","","","20252347.4200",""
"002353","2012-12-31","0","1","","","132949500.0000","5.5800"
"002353","2013-12-31","0","1","","","203953900.0000","5.5100"
"002353","2014-12-31","0","1","","","210607200.0000","4.7200"
"002353","2015-12-31","0","1","1457","34.8600","142469815.0200","5.0400"
"002353","2016-12-31","0","1","1196","31.0000","122988939.9600","4.3400"
"002353","2017-12-31","0","1","1164","30.1900","127964323.4400","4.0200"
"002353","2018-12-31","0","1","1126","25.4100","144206118.9300","3.1400"
"002353","2019-12-31","0","1","1163","23.3100","272653765.7900","3.9400"
"002353","2020-12-31","0","1","1176","23.3400","303925808.1600","3.6600"
"002353","2021-12-31","0","1","1247","23.1400","316347680.6200","3.6000"
"002354","2009-06-30","1","1","10","1.8300","",""
"002354","2009-12-31","0","1","10","1.7000","",""
"002354","2010-12-31","0","1","10","1.8600","",""
"002354","2011-12-31","0","1","10","2.3000","",""
"002354","2012-12-31","0","1","17","2.1100","",""
"002354","2014-12-31","0","1","","","91746000.0000","19.2900"
"002354","2015-12-31","0","1","619","63.2900","124238282.0200","13.2000"
"002354","2016-12-31","0","1","527","59.5500","161573123.3600","9.6500"
"002354","2017-12-31","0","1","890","49.9400","400349260.9500","12.9100"
"002354","2018-12-31","0","1","663","56.1900","366744912.2000","14.1100"
"002354","2019-12-31","0","1","372","50.6100","213272270.9800","15.9800"
"002354","2020-12-31","0","1","338","48.2900","112769295.1600","11.3200"
"002354","2021-12-31","0","1","123","21.9600","88121712.4300","5.0000"
"002355","2006-12-31","1","1","","","12229973.8300","2.1400"
"002355","2007-12-31","1","1","","","18523065.2000","2.3500"
"002355","2008-12-31","1","1","","","23401938.8400","2.3800"
"002355","2009-12-31","0","1","","","28562400.0000","2.6800"
"002355","2010-12-31","0","1","","","46606000.0000","3.4800"
"002355","2011-12-31","0","1","","","48704700.0000","3.2300"
"002355","2012-12-31","0","1","","","35368000.0000","3.1200"
"002355","2013-12-31","0","1","","","40601200.0000","3.1600"
"002355","2014-12-31","0","1","","","43322600.0000","3.2700"
"002355","2015-12-31","0","1","348","15.6900","37242863.0000","3.3700"
"002355","2016-12-31","0","1","441","15.9500","43905689.0000","3.3900"
"002355","2017-12-31","0","1","443","16.1300","56417478.0500","3.0200"
"002355","2018-12-31","0","1","421","15.8700","58769414.2000","3.1100"
"002355","2019-12-31","0","1","325","11.5500","49825899.2200","2.7200"
"002355","2020-12-31","0","1","274","83.3000","43559502.7900","2.9700"
"002355","2021-12-31","0","1","260","11.1200","42671341.9300","3.0100"
"002356","2006-12-31","1","1","","","8429900.0000","4.5700"
"002356","2007-12-31","1","1","","","11281100.0000","5.5800"
"002356","2008-12-31","1","1","","","13360300.0000","6.3000"
"002356","2009-06-30","1","1","185","27.1700","9685700.0000","9.5100"
"002356","2009-12-31","0","1","","","20154300.0000","7.5000"
"002356","2010-12-31","0","1","200","","23595200.0000","6.5700"
"002356","2011-12-31","0","1","","","21026100.0000","3.9700"
"002356","2012-12-31","0","1","","","28166079.7800","4.6100"
"002356","2013-12-31","0","1","","","35199300.0000","5.7500"
"002356","2014-12-31","0","1","","","","4.1800"
"002356","2015-12-31","0","1","80","4.0200","19945554.6600","1.5800"
"002356","2016-12-31","0","1","240","7.7400","35729732.2600","1.6800"
"002356","2017-12-31","0","1","200","8.2700","39820231.4000","1.6500"
"002356","2018-12-31","0","1","156","6.6400","25629100.8300","1.3400"
"002356","2019-12-31","0","1","85","8.3700","18143409.5900","2.1400"
"002356","2020-12-31","0","1","58","8.0300","12970778.4600","2.7800"
"002356","2021-12-31","0","1","18","3.6400","7281491.3100","2.1900"
"002357","2015-12-31","0","1","15","0.3700","846527.3800","0.0700"
"002357","2016-12-31","0","1","41","1.2200","683597.6300","0.0600"
"002357","2017-12-31","0","1","32","1.0700","3869604.8700","0.3600"
"002357","2018-12-31","0","1","33","1.1500","3648082.8800","0.3800"
"002357","2019-12-31","0","1","6","0.2400","2141864.7000","0.2400"
"002357","2020-12-31","0","1","8","0.3600","1735512.4300","0.2800"
"002357","2021-12-31","0","1","13","0.5400","2437929.5600","0.3500"
"002358","2009-12-31","0","1","","","19080500.0000","4.7100"
"002358","2010-12-31","0","1","","","3639838.6400",""
"002358","2011-12-31","0","1","","","27294984.4100","3.8400"
"002358","2012-12-31","0","1","","","35360381.2900","3.3700"
"002358","2013-12-31","0","1","","","49741800.0000","3.7700"
"002358","2014-12-31","0","1","","","65129000.0000","5.6800"
"002358","2015-12-31","0","1","655","30.5200","58637504.1200","3.4700"
"002358","2016-12-31","0","1","796","30.5900","101534232.9100","3.4400"
"002358","2017-12-31","0","1","898","30.9700","124452280.1300","3.5000"
"002358","2018-12-31","0","1","857","29.3000","96738577.6100","3.5800"
"002358","2019-12-31","0","1","724","5.7800","75195782.2800","4.6200"
"002358","2020-12-31","0","1","633","4.7100","98523901.4300","5.9700"
"002358","2021-12-31","0","1","611","4.6000","92470539.3800","5.4100"
"002359","2006-12-31","1","1","","","393200.0000","0.2900"
"002359","2007-12-31","1","1","","","2025600.0000","0.6100"
"002359","2008-12-31","1","1","102","18.7200","6586400.0000","1.5900"
"002359","2009-06-30","1","1","","","5123100.0000","2.3400"
"002359","2009-12-31","0","1","","","13750000.0000","3.2300"
"002359","2010-12-31","0","1","","","12530000.0000","3.2700"
"002359","2011-12-31","0","1","","","12903600.0000","3.2700"
"002359","2012-12-31","0","1","","","","3.6500"
"002359","2013-12-31","0","1","","","","3.4500"
"002359","2014-12-31","0","1","","","24260000.0000","4.1100"
"002359","2015-12-31","0","1","186","14.4700","28250040.9700","4.2700"
"002359","2016-12-31","0","1","181","11.8800","40103627.0000","4.2700"
"002359","2017-12-31","0","1","57","3.6800","34182377.7800","1.6300"
"002359","2018-12-31","0","1","119","8.8700","25180075.7400","0.9300"
"002359","2019-12-31","0","1","100","11.8600","19815879.1800","6.9100"
"002359","2020-12-31","0","1","87","14.2900","17099683.5800","4.8700"
"002360","2007-12-31","1","1","","","2327587.0000","1.1100"
"002360","2008-12-31","1","1","","","4046704.5100","1.6300"
"002360","2009-12-31","1","1","","","3893341.1600","1.6900"
"002360","2010-12-31","0","1","","","8831400.0000","2.8600"
"002360","2011-12-31","0","1","","","11922944.3600","2.2700"
"002360","2012-12-31","0","1","","","10569014.8400","1.8700"
"002360","2013-12-31","0","1","","","9764856.6700","1.1800"
"002360","2014-12-31","0","1","","","7963190.2100","0.8900"
"002360","2015-12-31","0","1","77","14.0000","6128465.0900","0.9100"
"002360","2016-12-31","0","1","70","13.0000","7083510.0500","1.1000"
"002360","2017-12-31","0","1","70","12.1700","7980951.6600","1.1200"
"002360","2018-12-31","0","1","70","12.8700","8611067.4400","0.9600"
"002360","2019-12-31","0","1","71","13.0500","8147491.6300","0.9700"
"002360","2020-12-31","0","1","184","18.0200","19653450.1300","2.0400"
"002360","2021-12-31","0","1","249","22.6900","29693401.6900","3.4800"
"002361","2007-12-31","1","1","","","12997700.0000","3.5800"
"002361","2008-12-31","1","1","","","12039800.0000","3.0200"
"002361","2009-12-31","1","1","","","12442100.0000","3.0500"
"002361","2010-12-31","0","1","","","16866000.0000","3.1200"
"002361","2011-12-31","0","1","","","24395148.2500","3.5100"
"002361","2012-12-31","0","1","","","25595035.6200","3.1100"
"002361","2013-12-31","0","1","","","30376104.1400","3.0900"
"002361","2014-12-31","0","1","","","14503981.4600",""
"002361","2015-12-31","0","1","151","16.6700","46957719.6700","3.9800"
"002361","2016-12-31","0","1","166","16.6800","49216428.4800","3.4800"
"002361","2017-12-31","0","1","206","17.4700","65434465.4200","3.5800"
"002361","2018-12-31","0","1","210","16.9600","77105277.8100","3.9800"
"002361","2019-12-31","0","1","285","18.8700","88670416.8200","4.2700"
"002361","2020-12-31","0","1","283","18.9000","99342639.8600","5.3100"
"002361","2021-12-31","0","1","319","22.6100","118860803.9900","4.5900"
"002362","2007-12-31","1","1","","","22161100.0000","10.3900"
"002362","2008-12-31","1","1","","","29960800.0000","13.8900"
"002362","2009-12-31","1","1","268","31.1000","49133500.0000","8.6000"
"002362","2010-12-31","0","1","608","38.7300","34997000.0000","2.8300"
"002362","2011-12-31","0","1","","","145239500.0000","27.2400"
"002362","2012-12-31","0","1","","","59208890.5300","14.3000"
"002362","2013-12-31","0","1","","","59098452.3200","21.2000"
"002362","2014-12-31","0","1","","","49967371.1300","14.1000"
"002362","2015-12-31","0","1","311","28.0000","54544963.8600","14.9800"
"002362","2016-12-31","0","1","334","30.0000","55970508.9400","13.4700"
"002362","2017-12-31","0","1","442","31.0000","78991973.5600","13.0700"
"002362","2018-12-31","0","1","484","31.5900","102743342.8400","13.7500"
"002362","2019-12-31","0","1","583","32.9200","124815592.0300","11.3000"
"002362","2020-12-31","0","1","621","31.4100","154906819.7900","9.9600"
"002362","2021-12-31","0","1","740","32.0100","222193192.9100","13.7700"
"002362","2022-12-31","0","1","819","34.1500","244751412.6700","17.4800"
"002363","2007-12-31","1","1","","","12608300.0000","2.1400"
"002363","2008-12-31","1","1","","","15540800.0000","2.1800"
"002363","2009-12-31","1","1","","","20679300.0000","2.5300"
"002363","2010-12-31","0","1","","","24098256.5900","2.6100"
"002363","2011-12-31","0","1","","","27467366.1200","2.6500"
"002363","2012-12-31","0","1","","","27126000.0000","2.6800"
"002363","2013-12-31","0","1","","","31470400.0000","2.7800"
"002363","2014-12-31","0","1","","","35539300.0000","2.8700"
"002363","2015-12-31","0","1","195","9.3900","40605996.5700","2.9300"
"002363","2016-12-31","0","1","211","8.5600","44654710.2900","3.0300"
"002363","2017-12-31","0","1","329","12.0000","53625632.3900","3.1100"
"002363","2018-12-31","0","1","344","12.0000","57395458.6400","3.0200"
"002363","2019-12-31","0","1","338","13.3900","51434621.5400","3.1500"
"002363","2020-12-31","0","1","310","13.1000","50678330.9800","3.1700"
"002363","2021-12-31","0","1","298","13.0100","64335946.4200","3.2800"
"002364","2007-12-31","1","1","","","7606900.0000","3.3900"
"002364","2008-12-31","1","1","","","8389000.0000","3.4900"
"002364","2009-12-31","1","1","81","","9709600.0000","3.7800"
"002364","2010-12-31","0","1","","","11554822.9500","4.9500"
"002364","2011-12-31","0","1","","","14522389.4000","5.1400"
"002364","2012-12-31","0","1","","","24091412.8300","6.0800"
"002364","2013-12-31","0","1","","","30869405.0100","7.1500"
"002364","2014-12-31","0","1","","","37499971.6100","6.2400"
"002364","2015-12-31","0","1","498","30.1300","55724975.4100","6.6200"
"002364","2016-12-31","0","1","517","27.0500","81667937.6600","9.1600"
"002364","2017-12-31","0","1","569","29.2200","97069370.2600","11.2100"
"002364","2018-12-31","0","1","542","30.4000","99008754.7000","10.0600"
"002364","2019-12-31","0","1","499","30.0400","108443891.2700","9.2400"
"002364","2020-12-31","0","1","538","28.1500","118833709.1600","8.2900"
"002364","2021-12-31","0","1","551","26.7200","157046747.4600","8.6300"
"002365","2007-12-31","1","1","","","10171300.0000","3.2300"
"002365","2008-12-31","1","1","","","14750000.0000","3.3000"
"002365","2009-12-31","1","1","","","15825000.0000","5.1000"
"002365","2010-12-31","0","1","","","16370140.0000","5.1200"
"002365","2011-12-31","0","1","","","19498521.0000","4.6800"
"002365","2012-12-31","0","1","","","19838256.0000","4.2100"
"002365","2013-12-31","0","1","","","23445035.0000","4.4900"
"002365","2014-12-31","0","1","","","23592727.2000","3.5800"
"002365","2015-12-31","0","1","275","30.2500","23350338.5800","4.2000"
"002365","2016-12-31","0","1","131","15.0200","21816799.0800","3.9700"
"002365","2017-12-31","0","1","127","14.8200","29278536.7500","3.1400"
"002365","2018-12-31","0","1","128","15.4000","24387590.2500","2.4300"
"002365","2019-12-31","0","1","155","17.2800","54417065.8700","3.9700"
"002365","2020-12-31","0","1","147","15.2600","46662574.0500","3.9800"
"002365","2021-12-31","0","1","151","16.2900","53043578.2600","3.3900"
"002366","2007-12-31","1","1","","","18430000.0000","3.5700"
"002366","2008-12-31","1","1","","","20142600.0000","4.3500"
"002366","2009-12-31","1","1","","","18935800.0000","3.9200"
"002366","2010-12-31","0","1","","","27613600.0000","4.3300"
"002366","2011-12-31","0","1","","","28753537.6700","4.1400"
"002366","2012-12-31","0","1","","","28017375.6200","4.6400"
"002366","2013-12-31","0","1","","","25406139.4900","4.0000"
"002366","2014-12-31","0","1","","","30497000.0000","5.3100"
"002366","2015-12-31","0","1","93","10.1300","32604431.3800","8.2800"
"002366","2016-12-31","0","1","131","9.2600","54061984.5600","4.4700"
"002366","2017-12-31","0","1","190","4.1800","103266637.1200","4.1800"
"002366","2018-12-31","0","1","195","11.7300","100591297.1200","7.2900"
"002366","2019-12-31","0","1","134","11.3300","105640188.9500","20.7200"
"002366","2020-12-31","0","1","126","10.2000","69578812.4700","15.8100"
"002366","2021-12-31","0","1","","","24255690.2200",""
"002367","2007-12-31","1","1","","","18062000.0000","3.4200"
"002367","2008-12-31","1","1","","","22387000.0000","3.2400"
"002367","2009-12-31","1","1","80","11.5800","28376000.0000","3.4400"
"002367","2010-12-31","0","1","129","13.3800","35375367.2800",""
"002367","2011-12-31","0","1","","","53817811.2300","3.3600"
"002367","2012-12-31","0","1","","","67735429.7500","3.7100"
"002367","2013-12-31","0","1","","","87140085.7800","3.9100"
"002367","2014-12-31","0","1","","","119090010.5700","4.2200"
"002367","2015-12-31","0","1","426","9.4900","132655848.2100","4.0600"
"002367","2016-12-31","0","1","457","9.3500","133740657.2300","4.0400"
"002367","2017-12-31","0","1","409","8.0800","126459440.9600","3.8600"
"002367","2018-12-31","0","1","391","8.2500","118752518.4000","3.8400"
"002367","2019-12-31","0","1","446","9.3400","150244330.5900","4.1000"
"002367","2020-12-31","0","1","478","9.6600","179626395.1600","4.2000"
"002367","2021-12-31","0","1","448","8.5600","201879419.4300","3.9000"
"002368","2007-12-31","1","2","","","40180200.0000","3.3600"
"002368","2008-12-31","1","2","","","48735800.0000","3.6500"
"002368","2009-12-31","1","2","","","50500000.0000","3.0700"
"002368","2009-12-31","1","1","793","70.0000","",""
"002368","2010-12-31","0","1","","","70253055.3200","3.5800"
"002368","2011-12-31","0","1","","","83833981.2800","3.6700"
"002368","2012-12-31","0","1","","","94444407.9800","3.2700"
"002368","2013-12-31","0","1","","","124249741.1000","3.6900"
"002368","2014-12-31","0","1","","","171656375.8100","4.0300"
"002368","2015-12-31","0","1","1137","33.0600","196449795.9100","4.0700"
"002368","2016-12-31","0","1","1417","36.3400","233828509.1200","4.5300"
"002368","2017-12-31","0","1","1619","40.5000","288013752.6700","5.4300"
"002368","2018-12-31","0","1","1768","40.1900","387914425.8000","6.4500"
"002368","2019-12-31","0","1","1847","40.1800","424565996.0900","6.0100"
"002368","2020-12-31","0","1","2057","42.4800","598247087.6400","7.0100"
"002368","2021-12-31","0","1","2308","48.4900","757710075.4900","7.2100"
"002369","2007-12-31","1","1","","","10420500.0000","3.1300"
"002369","2008-12-31","1","1","","","12005000.0000","3.1900"
"002369","2009-12-31","1","1","","","15567200.0000","3.0100"
"002369","2010-12-31","0","1","","","1178455.5000",""
"002369","2012-12-31","0","1","","","45565841.2900","3.1000"
"002369","2013-12-31","0","1","","","66043314.2000","3.2200"
"002369","2014-12-31","0","1","","","116573517.9000","3.2500"
"002369","2015-12-31","0","1","507","7.3300","77583115.1400","2.0500"
"002369","2016-12-31","0","1","598","8.6200","91801941.1700","3.4000"
"002369","2017-12-31","0","1","675","10.1200","98893572.5500","3.5800"
"002369","2018-12-31","0","1","665","9.7100","109564276.1300","3.4800"
"002369","2019-12-31","0","1","819","5.4300","151590276.3800","4.5300"
"002369","2020-12-31","0","1","809","5.3800","160340481.5700","5.2700"
"002369","2021-12-31","0","1","551","6.4300","90127517.8600","3.6100"
"002370","2007-12-31","1","1","","","3049000.0000","0.8700"
"002370","2008-12-31","1","1","","","8517400.0000","2.0500"
"002370","2009-12-31","1","1","","","11158300.0000","2.6000"
"002370","2010-12-31","0","1","","","14926131.3300","3.4300"
"002370","2011-12-31","0","1","","","14446714.9300","3.4400"
"002370","2012-12-31","0","1","","","18681360.4900","5.9100"
"002370","2013-12-31","0","1","","","17502618.9200","5.5800"
"002370","2014-12-31","0","1","","","15910887.2300","4.2400"
"002370","2015-12-31","0","1","235","24.6100","22834456.2900","4.9300"
"002370","2016-12-31","0","1","219","24.4400","26996714.4700","3.1300"
"002370","2017-12-31","0","1","229","24.8100","48551105.0700","4.4800"
"002370","2018-12-31","0","1","281","27.2800","150333541.3400","11.4800"
"002370","2019-12-31","0","1","187","23.9400","97598640.9600","13.7600"
"002370","2020-12-31","0","1","143","20.8800","58383828.3900","11.3400"
"002370","2021-12-31","0","1","117","20.0300","40327223.8000","12.8000"
"002371","2007-12-31","1","1","","","73500600.0000","13.8400"
"002371","2008-12-31","1","1","","","66016300.0000","11.3900"
"002371","2009-12-31","1","1","438","21.7500","88028200.0000","14.9900"
"002371","2010-12-31","0","1","","","79994472.0000",""
"002371","2012-12-31","0","1","","","226409170.1200","22.3700"
"002371","2013-12-31","0","1","","","219557469.7300","25.5400"
"002371","2014-12-31","0","1","","","230698478.2000","23.9900"
"002371","2015-12-31","0","1","713","28.0000","248442313.4800","29.0800"
"002371","2016-12-31","0","1","1079","30.7700","757909539.4200","46.7200"
"002371","2017-12-31","0","1","1102","29.3200","736382306.6100","33.1300"
"002371","2018-12-31","0","1","1170","28.7900","873370678.5400","26.2800"
"002371","2019-12-31","0","1","1121","24.1400","1137440067.5600","28.0300"
"002371","2020-12-31","0","1","1415","23.6700","1608222467.7400","26.5600"
"002371","2021-12-31","0","1","2044","25.0700","2892429712.4400","29.8700"
"002372","2007-12-31","1","1","","","11669800.0000","1.7700"
"002372","2008-12-31","1","1","","","24515600.0000","2.8300"
"002372","2009-12-31","1","1","","","27292200.0000","2.9800"
"002372","2010-12-31","0","1","","","32753500.0000","2.6200"
"002372","2011-12-31","0","1","","","48185300.0000","2.8400"
"002372","2012-12-31","0","1","","","58155230.0000","3.1300"
"002372","2013-12-31","0","1","","","72577727.0400","3.3600"
"002372","2014-12-31","0","1","","","79595255.0200","3.3800"
"002372","2015-12-31","0","1","212","6.7100","86918306.1500","3.1600"
"002372","2016-12-31","0","1","248","7.2300","94771029.3600","2.8500"
"002372","2017-12-31","0","1","309","8.9700","114511338.5600","2.9300"
"002372","2018-12-31","0","1","395","9.0000","145185123.0300","3.1800"
"002372","2019-12-31","0","1","405","9.0400","161200024.2800","3.4600"
"002372","2020-12-31","0","1","412","9.0100","156165744.7100","3.0600"
"002372","2021-12-31","0","1","439","9.9300","184543679.8600","2.8900"
"002373","2007-12-31","1","2","","","30570300.0000","5.7800"
"002373","2008-12-31","1","2","","","37017100.0000","5.8200"
"002373","2009-12-31","1","2","307","63.3000","37970500.0000","5.4000"
"002373","2012-12-31","0","1","","","31182583.1600","4.4700"
"002373","2013-12-31","0","1","","","40437957.1800","11.5800"
"002373","2014-12-31","0","1","","","114149085.9800","8.3900"
"002373","2015-12-31","0","1","460","33.9000","157399767.5900","10.2100"
"002373","2016-12-31","0","1","652","26.7000","200862282.7900","8.5700"
"002373","2017-12-31","0","1","615","35.7400","175694540.1200","7.0200"
"002373","2018-12-31","0","1","2057","38.2100","686090862.0400","9.4600"
"002373","2019-12-31","0","1","2732","43.8800","857842217.4700","9.8400"
"002373","2020-12-31","0","1","2572","40.5600","898974731.3900","9.5400"
"002373","2021-12-31","0","1","2766","39.0100","1183117408.8700","11.5100"
"002374","2007-12-31","1","1","","","3190000.0000","1.1500"
"002374","2008-12-31","1","1","","","3450000.0000","1.1700"
"002374","2009-12-31","1","1","","","3490000.0000","1.1400"
"002374","2010-12-31","0","1","","","5100000.0000","1.2800"
"002374","2011-12-31","0","1","","","8530000.0000","1.4600"
"002374","2012-12-31","0","1","","","10925200.0000","1.7700"
"002374","2013-12-31","0","1","","","13764900.0000","2.0800"
"002374","2014-12-31","0","1","","","14483300.0000","2.0600"
"002374","2015-12-31","0","1","92","4.6900","38967375.2300","2.8700"
"002374","2016-12-31","0","1","119","6.2100","52044408.2300","2.9800"
"002374","2017-12-31","0","1","122","5.6200","51512768.5000","2.7700"
"002374","2018-12-31","0","1","137","7.2600","31718650.9100","2.5400"
"002374","2019-12-31","0","1","151","8.8000","13878225.2400","1.1800"
"002374","2020-12-31","0","1","162","9.9100","13196589.7700","2.1400"
"002374","2021-12-31","0","1","45","2.6600","5375060.3500","0.7900"
"002375","2010-12-31","0","1","","","149400100.0000","3.3700"
"002375","2011-12-31","0","1","","","232906600.0000","3.2100"
"002375","2012-12-31","0","1","","","273317000.0000","2.8500"
"002375","2013-12-31","0","1","","","326481200.0000","2.6900"
"002375","2014-12-31","0","1","","","345295441.3200","2.6700"
"002375","2015-12-31","0","1","475","8.1900","239696681.1200","2.6700"
"002375","2016-12-31","0","1","786","14.1800","264702574.4000","2.9600"
"002375","2017-12-31","0","1","717","13.1600","254814115.2800","2.8100"
"002375","2018-12-31","0","1","741","12.0400","242503416.6300","2.6400"
"002375","2019-12-31","0","1","791","13.5900","288836403.3300","2.6800"
"002375","2020-12-31","0","1","838","11.7900","327619686.7500","3.0400"
"002375","2021-12-31","0","1","859","12.5400","382923797.1800","3.1700"
"002376","2003-12-31","1","1","","","8610000.0000","19.0600"
"002376","2004-12-31","1","1","","","9930000.0000","15.0300"
"002376","2005-12-31","1","1","","","11180000.0000","12.3500"
"002376","2006-12-31","1","1","","","15250000.0000","11.8700"
"002376","2007-12-31","1","1","","","17960000.0000","9.1000"
"002376","2008-12-31","1","1","","","24900000.0000","8.9700"
"002376","2009-12-31","1","1","275","","33940000.0000","10.7800"
"002376","2010-12-31","0","1","","","52095529.9000","10.7800"
"002376","2011-12-31","0","1","","","67963300.0000","10.3200"
"002376","2012-12-31","0","1","","","80638900.0000","10.6600"
"002376","2013-12-31","0","1","","","95313200.0000","11.1400"
"002376","2014-12-31","0","1","","","124064838.7900","12.5000"
"002376","2015-12-31","0","1","651","26.1500","140530454.2300","11.6100"
"002376","2016-12-31","0","1","779","27.3000","190518380.8400","11.6500"
"002376","2017-12-31","0","1","968","30.6400","229473987.6700","12.3300"
"002376","2018-12-31","0","1","1369","31.7600","335637431.2800","12.7400"
"002376","2019-12-31","0","1","1552","32.6000","407949815.0900","16.6500"
"002376","2020-12-31","0","1","1503","32.6700","370286863.6200","15.4500"
"002376","2021-12-31","0","1","1257","29.6200","323491393.0200","12.2300"
"002377","2007-12-31","1","2","","","7950000.0000","2.0900"
"002377","2008-12-31","1","2","","","17820000.0000","3.3000"
"002377","2009-12-31","1","2","","","17150000.0000","3.4100"
"002377","2010-12-31","0","1","","","20820279.0000","2.6500"
"002377","2011-12-31","0","2","","","17924886.1100","2.9200"
"002377","2012-12-31","0","2","","","37069903.4500","3.4300"
"002377","2013-12-31","0","1","","","27498954.0200","3.0200"
"002377","2014-12-31","0","1","","","41323667.9300","3.1500"
"002377","2015-12-31","0","1","24","8.6300","19729876.7100","1.3800"
"002377","2016-12-31","0","1","24","8.6300","9662138.2400","1.5500"
"002377","2017-12-31","0","1","173","2.3700","46668995.2400","1.8300"
"002377","2018-12-31","0","1","143","2.4100","75859263.6800","1.6700"
"002377","2019-12-31","0","1","238","3.7900","186546235.2000","3.6500"
"002377","2020-12-31","0","1","227","3.3300","171234989.4600","3.8900"
"002377","2021-12-31","0","1","163","3.2900","108126434.5500","2.8500"
"002378","2007-12-31","1","1","","","30065700.0000","3.4100"
"002378","2008-12-31","1","1","","","26710300.0000","3.0800"
"002378","2009-12-31","1","1","325","14.3200","31425000.0000","3.0600"
"002378","2010-12-31","0","1","","","42846430.1800","3.1100"
"002378","2011-12-31","0","1","","","62501777.6500","3.2300"
"002378","2012-12-31","0","1","","","69783483.7200","4.0000"
"002378","2013-12-31","0","1","","","80293646.0700","4.1100"
"002378","2014-12-31","0","1","","","85749424.0600","4.2100"
"002378","2015-12-31","0","1","450","12.8600","66546229.9800","4.9500"
"002378","2016-12-31","0","1","448","13.3000","68531715.2900","5.2300"
"002378","2017-12-31","0","1","436","13.0000","93479037.4800","5.1100"
"002378","2018-12-31","0","1","411","12.0200","98395468.0900","5.2600"
"002378","2019-12-31","0","1","432","12.1100","99189851.7700","5.4300"
"002378","2020-12-31","0","1","425","12.3500","96339559.9400","4.9900"
"002378","2021-12-31","0","1","403","12.1200","122363272.9200","4.5900"
"002379","2012-12-31","0","1","","","37961122.4700","1.8400"
"002379","2013-12-31","0","1","","","44907803.8900","1.8600"
"002379","2014-12-31","0","1","","","31605463.4200","1.5500"
"002379","2015-12-31","0","1","15","5.0000","3398445.2200","0.2200"
"002379","2016-12-31","0","1","11","3.6100","2678654.9900","0.2700"
"002379","2017-12-31","0","1","11","2.1200","3441470.7600","0.2400"
"002379","2018-12-31","0","1","49","5.4100","5336349.6700","0.3500"
"002379","2019-12-31","0","1","296","16.3900","34300780.6100","1.1900"
"002379","2020-12-31","0","1","278","15.4800","47385340.0300","2.0000"
"002379","2021-12-31","0","1","205","12.5400","51063705.4500","1.6000"
"002380","2007-12-31","1","1","61","","15191500.0000","9.5400"
"002380","2008-12-31","1","1","83","","17448700.0000","9.5400"
"002380","2009-12-31","1","1","97","24.4300","14245300.0000","7.3200"
"002380","2010-12-31","0","1","116","22.9200","18419200.0000","8.0400"
"002380","2011-12-31","0","1","","","22360200.0000","9.5000"
"002380","2012-12-31","0","1","","","26373800.0000","11.4400"
"002380","2013-12-31","0","1","","","31937400.0000","13.1600"
"002380","2014-12-31","0","1","","","43736600.0000","13.9200"
"002380","2015-12-31","0","1","233","23.3500","48112735.9900","11.3900"
"002380","2016-12-31","0","1","236","24.9700","52717174.9000","10.2800"
"002380","2017-12-31","0","1","245","23.8500","67957701.7900","11.5000"
"002380","2018-12-31","0","1","256","23.2100","68331027.8400","11.2200"
"002380","2019-12-31","0","1","286","23.8300","80403521.0000","10.7200"
"002380","2020-12-31","0","1","313","20.1000","89847683.4000","10.6400"
"002380","2021-12-31","0","1","","","112686454.8600","9.8800"
"002380","2021-12-31","0","2","","","75152323.9100",""
"002381","2006-12-31","1","1","","","12945900.0000","2.3600"
"002381","2007-12-31","1","1","","","14500500.0000","2.0900"
"002381","2009-12-31","1","1","","","14660000.0000","2.3400"
"002381","2010-12-31","0","1","","","18605800.0000","2.2600"
"002381","2011-12-31","0","1","","","26944600.0000","2.3500"
"002381","2012-12-31","0","1","","","30456800.0000","2.5700"
