证券代码,证券简称,辖区,证监会行业,申万行业,内部控制指数评级,内部控制指数评分,报告期
600893.SH,航发动力,陕西辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,610.63,2006-12-31
600249.SH,两面针,广西辖区,化学原料和化学制品制造业,洗护用品,,608.51,2006-12-31
600712.SH,南宁百货,广西辖区,零售业,百货,,607.1,2006-12-31
600870.SH,退市厦华,厦门辖区,计算机、通信和其他电子设备制造业,贸易Ⅲ,,606.98,2006-12-31
600770.SH,综艺股份,江苏辖区,综合,综合Ⅲ,,606.75,2006-12-31
600365.SH,ST通葡,吉林辖区,酒、饮料和精制茶制造业,综合电商,,604.53,2006-12-31
002045.SZ,国光电器,广东辖区,计算机、通信和其他电子设备制造业,品牌消费电子,,604.15,2006-12-31
000593.SZ,德龙汇能,四川辖区,"燃气生产和供应业  ",燃气Ⅲ,,603.92,2006-12-31
000848.SZ,承德露露,河北辖区,酒、饮料和精制茶制造业,软饮料,,602.54,2006-12-31
000418.SZ,小天鹅A(退),江苏辖区,房地产业,家用电器,,602.21,2006-12-31
000626.SZ,远大控股,江苏辖区,批发业,原材料供应链服务,,602.1,2006-12-31
000504.SZ,南华生物,湖南辖区,科技推广和应用服务业,其他医疗服务,,602,2006-12-31
600836.SH,上海易连,上海辖区,印刷和记录媒介复制业,印刷,,601.32,2006-12-31
000415.SZ,渤海租赁,新疆辖区,租赁业,租赁,,600.81,2006-12-31
600591.SH,*ST上航(退),上海辖区,房地产业,电力设备,,599.88,2006-12-31
000655.SZ,金岭矿业,山东辖区,黑色金属矿采选业,铁矿石,,599.04,2006-12-31
000505.SZ,京粮控股,海南辖区,农副食品加工业,粮油加工,,597.14,2006-12-31
600193.SH,创兴资源,上海辖区,建筑装饰和其他建筑业,装修装饰Ⅲ,,595.94,2006-12-31
000008.SZ,神州高铁,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,轨交设备Ⅲ,,595.9,2006-12-31
600698.SH,湖南天雁,湖南辖区,汽车制造业,底盘与发动机系统,,594.81,2006-12-31
002050.SZ,三花智控,浙江辖区,通用设备制造业,家电零部件Ⅲ,,594.12,2006-12-31
000727.SZ,冠捷科技,江苏辖区,计算机、通信和其他电子设备制造业,面板,,593.9,2006-12-31
600634.SH,退市富控,上海辖区,互联网和相关服务,移动互联网服务,,593.86,2006-12-31
000058.SZ,深 赛 格,深圳辖区,商务服务业,商业物业经营,,592.99,2006-12-31
600523.SH,贵航股份,贵州辖区,汽车制造业,其他汽车零部件,,592.53,2006-12-31
600119.SH,长江投资,上海辖区,道路运输业,跨境物流,,592.34,2006-12-31
600684.SH,珠江股份,广东辖区,房地产业,住宅开发,,592.08,2006-12-31
600877.SH,电科芯片,重庆辖区,计算机、通信和其他电子设备制造业,模拟芯片设计,,591.3,2006-12-31
000982.SZ,中银绒业,宁夏辖区,纺织业,电池化学品,,589.49,2006-12-31
600677.SH,*ST航通,浙江辖区,批发业,航天装备Ⅲ,,588,2006-12-31
600715.SH,文投控股,辽宁辖区,广播、电视、电影和影视录音制作业,游戏Ⅲ,,587.38,2006-12-31
600868.SH,梅雁吉祥,广东辖区,电力、热力生产和供应业,工程咨询服务Ⅲ,,586.57,2006-12-31
600618.SH,氯碱化工,上海辖区,化学原料和化学制品制造业,氯碱,,586.45,2006-12-31
000877.SZ,天山股份,新疆辖区,非金属矿物制品业,水泥制造,,585.06,2006-12-31
600792.SH,云煤能源,云南辖区,"石油加工、炼焦和核燃料加工业 ",焦炭Ⅲ,,583.94,2006-12-31
600890.SH,中房股份,北京辖区,房地产业,住宅开发,,582.93,2006-12-31
002044.SZ,美年健康,江苏辖区,卫生,医院,,582.71,2006-12-31
600568.SH,ST中珠,湖北辖区,"医药制造业 ",医院,,582.22,2006-12-31
600614.SH,退市鹏起,吉林辖区,"废弃资源综合利用业  ",其他金属新材料,,581.98,2006-12-31
000789.SZ,万年青,江西辖区,非金属矿物制品业,水泥制造,,581.56,2006-12-31
600695.SH,退市绿庭,上海辖区,资本市场服务,多元金融,,581.17,2006-12-31
600576.SH,祥源文旅,浙江辖区,文化艺术业,自然景区,,581.1,2006-12-31
000628.SZ,高新发展,四川辖区,房屋建筑业,房屋建设Ⅲ,,581.03,2006-12-31
600173.SH,卧龙地产,浙江辖区,房地产业,住宅开发,,580.84,2006-12-31
000979.SZ,中弘退(退),安徽辖区,房地产业,,,580.31,2006-12-31
000725.SZ,京东方Ａ,北京辖区,计算机、通信和其他电子设备制造业,面板,,579.9,2006-12-31
002041.SZ,登海种业,山东辖区,农业,种子,,579.89,2006-12-31
600984.SH,建设机械,陕西辖区,专用设备制造业,工程机械整机,,579.54,2006-12-31
002043.SZ,兔 宝 宝,浙江辖区,木材加工和木、竹、藤、棕、草制品业,其他建材,,578.78,2006-12-31
000738.SZ,航发控制,江苏辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,578.56,2006-12-31
600645.SH,中源协和,天津辖区,研究和试验发展,体外诊断,,578.51,2006-12-31
600386.SH,北巴传媒,北京辖区,零售业,汽车经销商,,578.42,2006-12-31
000622.SZ,恒立实业,湖南辖区,专用设备制造业,综合Ⅲ,,578.41,2006-12-31
600807.SH,济南高新,山东辖区,房地产业,黄金,,576.99,2006-12-31
000973.SZ,佛塑科技,广东辖区,橡胶和塑料制品业,膜材料,,576.46,2006-12-31
000785.SZ,居然之家,湖北辖区,商务服务业,商业物业经营,,575.77,2006-12-31
600372.SH,中航电子,北京辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,,575.73,2006-12-31
600689.SH,上海三毛,上海辖区,纺织业,综合Ⅲ,,575.7,2006-12-31
600767.SH,退市运盛,四川辖区,软件和信息技术服务业,IT服务Ⅲ,,575.24,2006-12-31
000710.SZ,贝瑞基因,四川辖区,专业技术服务业,诊断服务,,575.12,2006-12-31
600716.SH,凤凰股份,江苏辖区,房地产业,住宅开发,,574.5,2006-12-31
002046.SZ,国机精工,河南辖区,通用设备制造业,磨具磨料,,572.93,2006-12-31
600759.SH,ST洲际,海南辖区,石油和天然气开采业,油气开采Ⅲ,,572.76,2006-12-31
600052.SH,东望时代,浙江辖区,广播、电视、电影和影视录音制作业,热力服务,,572.51,2006-12-31
000718.SZ,苏宁环球,吉林辖区,房地产业,住宅开发,,572.46,2006-12-31
600112.SH,ST天成,贵州辖区,"电气机械和器材制造业 ",输变电设备,,571.6,2006-12-31
000779.SZ,甘咨询,甘肃辖区,专业技术服务业,工程咨询服务Ⅲ,,571.28,2006-12-31
600876.SH,凯盛新能,河南辖区,非金属矿物制品业,玻璃制造,,570.82,2006-12-31
002047.SZ,宝鹰股份,深圳辖区,建筑装饰和其他建筑业,装修装饰Ⅲ,,570.57,2006-12-31
600854.SH,春兰股份,江苏辖区,"电气机械和器材制造业 ",住宅开发,,569.8,2006-12-31
600658.SH,电子城,北京辖区,房地产业,产业地产,,568.92,2006-12-31
600793.SH,宜宾纸业,四川辖区,"造纸和纸制品业 ",特种纸,,568.08,2006-12-31
000930.SZ,中粮科技,安徽辖区,化学原料和化学制品制造业,其他农产品加工,,567.93,2006-12-31
000935.SZ,四川双马,四川辖区,非金属矿物制品业,资产管理,,567.72,2006-12-31
002049.SZ,紫光国微,河北辖区,计算机、通信和其他电子设备制造业,数字芯片设计,,567.12,2006-12-31
002005.SZ,ST德豪,安徽辖区,"电气机械和器材制造业 ",厨房小家电,,566.66,2006-12-31
000657.SZ,中钨高新,海南辖区,有色金属冶炼和压延加工业,钨,,566.61,2006-12-31
600091.SH,退市明科,内蒙古辖区,化学原料和化学制品制造业,氯碱,,566.59,2006-12-31
000005.SZ,ST星源,深圳辖区,生态保护和环境治理业,综合环境治理,,566.34,2006-12-31
002042.SZ,华孚时尚,安徽辖区,纺织业,棉纺,,565.57,2006-12-31
600516.SH,方大炭素,甘肃辖区,非金属矿物制品业,冶钢辅料,,565.27,2006-12-31
600753.SH,庚星股份,福建辖区,批发业,原材料供应链服务,,565.26,2006-12-31
002009.SZ,天奇股份,江苏辖区,通用设备制造业,其他专用设备,,565.22,2006-12-31
600842.SH,中西药业(退),上海辖区,房地产业,化学制剂,,564.92,2006-12-31
000707.SZ,双环科技,湖北辖区,化学原料和化学制品制造业,纯碱,,564.78,2006-12-31
600898.SH,ST美讯,山东辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,,564.09,2006-12-31
600617.SH,国新能源,山西辖区,"燃气生产和供应业  ",燃气Ⅲ,,563.38,2006-12-31
000004.SZ,国华网安,深圳辖区,软件和信息技术服务业,横向通用软件,,562.96,2006-12-31
000728.SZ,国元证券,安徽辖区,资本市场服务,证券Ⅲ,,562.56,2006-12-31
600217.SH,中再资环,陕西辖区,"废弃资源综合利用业  ",固废治理,,561.05,2006-12-31
001896.SZ,豫能控股,河南辖区,电力、热力生产和供应业,火力发电,,560.78,2006-12-31
600472.SH,包头铝业(退),内蒙古辖区,房地产业,电力设备,,560.19,2006-12-31
600816.SH,ST建元,上海辖区,其他金融业,信托,,559.81,2006-12-31
600773.SH,西藏城投,西藏辖区,房地产业,住宅开发,,558.74,2006-12-31
600503.SH,华丽家族,上海辖区,房地产业,住宅开发,,558.64,2006-12-31
000799.SZ,酒鬼酒,湖南辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,558.28,2006-12-31
002033.SZ,丽江股份,云南辖区,公共设施管理业,自然景区,,558.08,2006-12-31
600109.SH,国金证券,四川辖区,资本市场服务,证券Ⅲ,,558.08,2006-12-31
600828.SH,茂业商业,四川辖区,零售业,百货,,557.97,2006-12-31
000713.SZ,丰乐种业,安徽辖区,农、林、牧、渔服务业,种子,,557.9,2006-12-31
600207.SH,安彩高科,河南辖区,"燃气生产和供应业  ",光伏辅材,,557.85,2006-12-31
002040.SZ,南 京 港,江苏辖区,水上运输业,港口,,557.6,2006-12-31
600610.SH,中毅达,贵州辖区,化学原料和化学制品制造业,其他化学原料,,557.28,2006-12-31
600789.SH,鲁抗医药,山东辖区,"医药制造业 ",化学制剂,,557.2,2006-12-31
000967.SZ,盈峰环境,浙江辖区,生态保护和环境治理业,环保设备Ⅲ,,555.8,2006-12-31
600847.SH,万里股份,重庆辖区,"电气机械和器材制造业 ",蓄电池及其他电池,,554.35,2006-12-31
000958.SZ,电投产融,河北辖区,其他金融业,其他多元金融,,554.24,2006-12-31
600338.SH,西藏珠峰,西藏辖区,有色金属矿采选业,铅锌,,554.18,2006-12-31
600593.SH,大连圣亚,大连辖区,公共设施管理业,人工景区,,553.25,2006-12-31
000735.SZ,罗 牛 山,海南辖区,畜牧业,生猪养殖,,552.17,2006-12-31
600198.SH,大唐电信,北京辖区,计算机、通信和其他电子设备制造业,通信终端及配件,,552.13,2006-12-31
600604.SH,市北高新,上海辖区,房地产业,产业地产,,551.78,2006-12-31
600223.SH,福瑞达,山东辖区,房地产业,住宅开发,,551.48,2006-12-31
000931.SZ,中关村,北京辖区,"医药制造业 ",化学制剂,,551.13,2006-12-31
000048.SZ,京基智农,深圳辖区,农副食品加工业,住宅开发,,551.08,2006-12-31
600462.SH,ST九有,湖北辖区,商务服务业,通信终端及配件,,550.8,2006-12-31
000663.SZ,永安林业,福建辖区,"家具制造业 ",林业Ⅲ,,550.49,2006-12-31
600515.SH,海南机场,海南辖区,房地产业,住宅开发,,550.44,2006-12-31
000055.SZ,方大集团,深圳辖区,"金属制品业 ",其他建材,,548.94,2006-12-31
000722.SZ,湖南发展,湖南辖区,电力、热力生产和供应业,水力发电,,548.83,2006-12-31
600212.SH,绿能慧充,山东辖区,综合,其他电源设备Ⅲ,,548.45,2006-12-31
000920.SZ,沃顿科技,贵州辖区,化学原料和化学制品制造业,膜材料,,548.35,2006-12-31
000812.SZ,陕西金叶,陕西辖区,印刷和记录媒介复制业,纸包装,,547.88,2006-12-31
000692.SZ,*ST惠天,辽宁辖区,电力、热力生产和供应业,热力服务,,547.81,2006-12-31
000007.SZ,*ST全新,深圳辖区,房地产业,商业物业经营,,547.48,2006-12-31
600790.SH,轻纺城,浙江辖区,商务服务业,商业物业经营,,547.4,2006-12-31
000868.SZ,安凯客车,安徽辖区,汽车制造业,商用载客车,,547.34,2006-12-31
000673.SZ,当代退,山西辖区,文化艺术业,影视动漫,,546.66,2006-12-31
600969.SH,郴电国际,湖南辖区,电力、热力生产和供应业,电能综合服务,,546.65,2006-12-31
600520.SH,文一科技,安徽辖区,"电气机械和器材制造业 ",其他专用设备,,546.65,2006-12-31
002039.SZ,黔源电力,贵州辖区,电力、热力生产和供应业,水力发电,,546.31,2006-12-31
600291.SH,退市西水,内蒙古辖区,保险业,保险Ⅲ,,545.92,2006-12-31
000056.SZ,皇庭国际,深圳辖区,商务服务业,物业管理,,545.9,2006-12-31
600114.SH,东睦股份,宁波辖区,"金属制品业 ",金属制品,,544.98,2006-12-31
600763.SH,通策医疗,浙江辖区,卫生,医院,,543.98,2006-12-31
000545.SZ,金浦钛业,吉林辖区,化学原料和化学制品制造业,钛白粉,,543.58,2006-12-31
600552.SH,凯盛科技,安徽辖区,计算机、通信和其他电子设备制造业,面板,,543.32,2006-12-31
000537.SZ,广宇发展,天津辖区,房地产业,风力发电,,542.45,2006-12-31
600594.SH,益佰制药,贵州辖区,"医药制造业 ",中药Ⅲ,,541.16,2006-12-31
000748.SZ,长城信息(退),湖南辖区,计算机、通信和其他电子设备制造业,计算机,,541.07,2006-12-31
600084.SH,中葡股份,新疆辖区,酒、饮料和精制茶制造业,其他酒类,,540.81,2006-12-31
600711.SH,盛屯矿业,厦门辖区,有色金属矿采选业,钴,,538.89,2006-12-31
600180.SH,瑞茂通,山东辖区,批发业,原材料供应链服务,,538.66,2006-12-31
600329.SH,达仁堂,天津辖区,"医药制造业 ",中药Ⅲ,,538.63,2006-12-31
600265.SH,ST景谷,云南辖区,林业,林业Ⅲ,,538.49,2006-12-31
000820.SZ,神雾节能,江西辖区,"废弃资源综合利用业  ",固废治理,,538.18,2006-12-31
000711.SZ,*ST京蓝,黑龙江辖区,土木工程建筑业,综合环境治理,,537.54,2006-12-31
600856.SH,ST中天,北京辖区,"燃气生产和供应业  ",燃气Ⅲ,,537.5,2006-12-31
002006.SZ,精工科技,浙江辖区,专用设备制造业,其他专用设备,,537.15,2006-12-31
000965.SZ,天保基建,天津辖区,房地产业,住宅开发,,536.11,2006-12-31
000010.SZ,美丽生态,深圳辖区,土木工程建筑业,园林工程,,536,2006-12-31
600699.SH,均胜电子,宁波辖区,汽车制造业,汽车电子电气系统,,535.92,2006-12-31
600213.SH,亚星客车,江苏辖区,汽车制造业,商用载客车,,535.86,2006-12-31
000906.SZ,浙商中拓,浙江辖区,批发业,原材料供应链服务,,534.65,2006-12-31
000025.SZ,特  力Ａ,深圳辖区,批发业,综合Ⅲ,,534.17,2006-12-31
600199.SH,金种子酒,安徽辖区,酒、饮料和精制茶制造业,白酒Ⅲ,,533.86,2006-12-31
600165.SH,宁科生物,宁夏辖区,化学原料和化学制品制造业,其他化学制品,,533.64,2006-12-31
600538.SH,国发股份,广西辖区,批发业,医药流通,,532.78,2006-12-31
600378.SH,昊华科技,四川辖区,化学原料和化学制品制造业,氟化工,,530.01,2006-12-31
000880.SZ,潍柴重机,山东辖区,通用设备制造业,底盘与发动机系统,,529.9,2006-12-31
000656.SZ,金科股份,重庆辖区,房地产业,住宅开发,,529.54,2006-12-31
600419.SH,天润乳业,新疆辖区,食品制造业,乳品,,529.43,2006-12-31
600139.SH,*ST西源,四川辖区,货币金融服务,租赁,,528.81,2006-12-31
000885.SZ,城发环境,河南辖区,道路运输业,高速公路,,528.35,2006-12-31
600065.SH,*ST联谊(退),黑龙江辖区,"石油加工、炼焦和核燃料加工业 ",石油贸易,,527.85,2006-12-31
600668.SH,尖峰集团,浙江辖区,非金属矿物制品业,水泥制造,,527.13,2006-12-31
000795.SZ,英洛华,浙江辖区,非金属矿物制品业,磁性材料,,525.8,2006-12-31
600003.SH,ST东北高(退),吉林辖区,房地产业,医疗器械,,525.41,2006-12-31
600629.SH,华建集团,上海辖区,专业技术服务业,工程咨询服务Ⅲ,,523.96,2006-12-31
000430.SZ,张家界,湖南辖区,公共设施管理业,自然景区,,523.35,2006-12-31
600251.SH,冠农股份,新疆辖区,农副食品加工业,果蔬加工,,522.36,2006-12-31
600733.SH,北汽蓝谷,北京辖区,汽车制造业,电动乘用车,,519.52,2006-12-31
600637.SH,东方明珠,上海辖区,电信、广播电视和卫星传输服务,电视广播Ⅲ,,519.51,2006-12-31
000582.SZ,北部湾港,广西辖区,水上运输业,港口,,517.07,2006-12-31
000901.SZ,航天科技,黑龙江辖区,汽车制造业,汽车电子电气系统,,514.79,2006-12-31
600602.SH,云赛智联,上海辖区,软件和信息技术服务业,垂直应用软件,,514.6,2006-12-31
000033.SZ,新都退(退),深圳辖区,房地产业,石油加工,,513.78,2006-12-31
600272.SH,开开实业,上海辖区,零售业,医药流通,,513.65,2006-12-31
600275.SH,退市昌鱼,湖北辖区,农副食品加工业,水产养殖,,512.77,2006-12-31
000887.SZ,中鼎股份,安徽辖区,橡胶和塑料制品业,其他汽车零部件,,512.62,2006-12-31
000156.SZ,华数传媒,浙江辖区,广播、电视、电影和影视录音制作业,电视广播Ⅲ,,512.31,2006-12-31
600860.SH,京城股份,北京辖区,专用设备制造业,金属制品,,509.47,2006-12-31
600714.SH,金瑞矿业,青海辖区,化学原料和化学制品制造业,无机盐,,508.9,2006-12-31
600137.SH,浪莎股份,四川辖区,纺织服装、服饰业,鞋帽及其他,,508.33,2006-12-31
600885.SH,宏发股份,湖北辖区,"电气机械和器材制造业 ",电网自动化设备,,504.28,2006-12-31
600764.SH,中国海防,北京辖区,计算机、通信和其他电子设备制造业,航海装备Ⅲ,,499.01,2006-12-31
000100.SZ,TCL科技,广东辖区,计算机、通信和其他电子设备制造业,面板,,497.55,2006-12-31
000569.SZ,长城股份(退),四川辖区,房地产业,石油加工,,493.37,2006-12-31
600758.SH,辽宁能源,辽宁辖区,煤炭开采和洗选业,焦煤,,491.61,2006-12-31
000633.SZ,合金投资,新疆辖区,有色金属冶炼和压延加工业,其他金属新材料,,490.62,2006-12-31
