"Stkcd","ShortName","Accper","Typrep","IfCorrect","A001000000"
"002019","亿帆医药","2022-12-31","A","0","12543503416.06"
"002020","京新药业","2004-12-31","A","0","465135370.72"
"002020","京新药业","2005-12-31","A","0","568914720.08"
"002020","京新药业","2006-12-31","A","0","772847157.57"
"002020","京新药业","2007-12-31","A","0","1015785768.18"
"002020","京新药业","2008-12-31","A","0","953084106.98"
"002020","京新药业","2009-12-31","A","0","917221452.36"
"002020","京新药业","2010-12-31","A","0","949146464.17"
"002020","京新药业","2011-12-31","A","0","1192558547.62"
"002020","京新药业","2012-12-31","A","0","1300977723.65"
"002020","京新药业","2013-12-31","A","0","1324630819.08"
"002020","京新药业","2014-12-31","A","0","2064659374.11"
"002020","京新药业","2015-12-31","A","0","2939892050.55"
"002020","京新药业","2016-12-31","A","1","3290625699.18"
"002020","京新药业","2017-12-31","A","0","4903994210.21"
"002020","京新药业","2018-12-31","A","1","4991769097.50"
"002020","京新药业","2019-12-31","A","0","5625088046.03"
"002020","京新药业","2020-12-31","A","1","5666246990.95"
"002020","京新药业","2021-12-31","A","0","6415365229.53"
"002020","京新药业","2022-12-31","A","1","7362555862.94"
"002022","科华生物","2004-12-31","A","0","445332891.00"
"002022","科华生物","2005-12-31","A","0","457031611.23"
"002022","科华生物","2006-12-31","A","0","484487064.94"
"002022","科华生物","2007-12-31","A","0","612642242.90"
"002022","科华生物","2008-12-31","A","0","737311646.66"
"002022","科华生物","2009-12-31","A","0","925844117.58"
"002022","科华生物","2010-12-31","A","0","1086915793.26"
"002022","科华生物","2011-12-31","A","0","1201753203.77"
"002022","科华生物","2012-12-31","A","0","1285459029.28"
"002022","科华生物","2013-12-31","A","0","1370202791.64"
"002022","科华生物","2014-12-31","A","1","1429060361.97"
"002022","科华生物","2015-12-31","A","0","2071591416.79"
"002022","科华生物","2016-12-31","A","0","2323194784.42"
"002022","科华生物","2017-12-31","A","0","2715600593.39"
"002022","科华生物","2018-12-31","A","1","3503787794.67"
"002022","科华生物","2019-12-31","A","0","3704842430.09"
"002022","科华生物","2020-12-31","A","0","5977153474.43"
"002022","科华生物","2021-12-31","A","1","6955215549.19"
"002022","*ST 科华","2022-12-31","A","1","8813157013.32"
"002030","达安基因","2004-12-31","A","0","312965685.82"
"002030","达安基因","2005-12-31","A","0","296848670.36"
"002030","达安基因","2006-12-31","A","0","326078781.11"
"002030","达安基因","2007-12-31","A","0","425874519.54"
"002030","达安基因","2008-12-31","A","0","529900227.66"
"002030","达安基因","2009-12-31","A","0","585170648.01"
"002030","达安基因","2010-12-31","A","0","673754917.18"
"002030","达安基因","2011-12-31","A","0","785291526.72"
"002030","达安基因","2012-12-31","A","0","912282027.12"
"002030","达安基因","2013-12-31","A","0","1155181397.92"
"002030","达安基因","2014-12-31","A","0","1590194067.88"
"002030","达安基因","2015-12-31","A","0","3041736226.40"
"002030","达安基因","2016-12-31","A","1","4139659263.28"
"002030","达安基因","2017-12-31","A","0","4641793782.98"
"002030","达安基因","2018-12-31","A","1","3663327301.13"
"002030","达安基因","2019-12-31","A","0","3561622714.71"
"002030","达安基因","2020-12-31","A","1","6700027768.66"
"002030","达安基因","2021-12-31","A","0","10336444131.31"
"002030","达安基因","2022-12-31","A","0","14757073817.98"
"002038","双鹭药业","2004-12-31","A","0","389825649.42"
"002038","双鹭药业","2005-12-31","A","0","405907890.43"
"002038","双鹭药业","2006-12-31","A","0","461606190.65"
"002038","双鹭药业","2007-12-31","A","0","586634880.36"
"002038","双鹭药业","2008-12-31","A","0","788516181.23"
"002038","双鹭药业","2009-12-31","A","0","1019805909.10"
"002038","双鹭药业","2010-12-31","A","0","1248572870.70"
"002038","双鹭药业","2011-12-31","A","0","1736140966.04"
"002038","双鹭药业","2012-12-31","A","0","2216701651.11"
"002038","双鹭药业","2013-12-31","A","0","2712098957.85"
"002038","双鹭药业","2014-12-31","A","0","3319068755.09"
"002038","双鹭药业","2015-12-31","A","0","3761619252.45"
"002038","双鹭药业","2016-12-31","A","0","4081272274.36"
"002038","双鹭药业","2017-12-31","A","0","4585061501.49"
"002038","双鹭药业","2018-12-31","A","0","4988274393.14"
"002038","双鹭药业","2019-12-31","A","0","5224966177.85"
"002038","双鹭药业","2020-12-31","A","1","5394828767.77"
"002038","双鹭药业","2021-12-31","A","0","5760463945.50"
"002038","双鹭药业","2022-12-31","A","0","5875839869.74"
"002082","栋梁新材","2006-12-31","A","0","851570869.69"
"002082","栋梁新材","2007-12-31","A","0","927629944.49"
"002082","栋梁新材","2008-12-31","A","0","1021774997.57"
"002082","栋梁新材","2009-12-31","A","0","1118977871.94"
"002082","栋梁新材","2010-12-31","A","0","1316585542.40"
"002082","栋梁新材","2011-12-31","A","0","1446291352.18"
"002082","栋梁新材","2012-12-31","A","0","1566503777.52"
"002082","栋梁新材","2013-12-31","A","0","1548958988.90"
"002082","栋梁新材","2014-12-31","A","0","1551026997.40"
"002082","栋梁新材","2015-12-31","A","0","1617270784.42"
"002082","栋梁新材","2016-12-31","A","0","1658423235.33"
"002082","栋梁新材","2017-12-31","A","0","2100060057.08"
"002082","万邦德","2018-12-31","A","0","2845416874.15"
"002082","万邦德","2019-12-31","A","0","3800535719.63"
"002082","万邦德","2020-12-31","A","1","5662314950.96"
"002082","万邦德","2021-12-31","A","0","4371377020.86"
"002082","万邦德","2022-12-31","A","0","4215632905.31"
"002099","海翔药业","2006-12-31","A","0","921934487.32"
"002099","海翔药业","2007-12-31","A","0","949753279.24"
"002099","海翔药业","2008-12-31","A","0","1013073567.72"
"002099","海翔药业","2009-12-31","A","0","996268731.94"
"002099","海翔药业","2010-12-31","A","0","1140318596.01"
"002099","海翔药业","2011-12-31","A","0","1435135080.56"
"002099","海翔药业","2012-12-31","A","0","1918018610.34"
"002099","海翔药业","2013-12-31","A","0","2109536911.85"
"002099","海翔药业","2014-12-31","A","0","4167443190.71"
"002099","海翔药业","2015-12-31","A","0","4830763379.43"
"002099","海翔药业","2016-12-31","A","0","6905599097.34"
"002099","海翔药业","2017-12-31","A","0","7466927438.54"
"002099","海翔药业","2018-12-31","A","0","7035373344.57"
"002099","海翔药业","2019-12-31","A","0","6747198664.47"
"002099","海翔药业","2020-12-31","A","0","7178568316.07"
"002099","海翔药业","2021-12-31","A","0","8019943288.69"
"002099","海翔药业","2022-12-31","A","0","8393099770.24"
"002102","冠福家用","2006-12-31","A","0","724869439.54"
"002102","冠福家用","2007-12-31","A","0","864034315.64"
"002102","冠福家用","2008-12-31","A","0","1232635709.90"
"002102","冠福家用","2009-12-31","A","1","1307175508.05"
"002102","冠福家用","2010-12-31","A","0","1677589293.03"
"002102","冠福家用","2011-12-31","A","1","1712240110.60"
"002102","*ST 冠福","2012-12-31","A","0","1950011775.07"
"002102","冠福家用","2013-12-31","A","0","2013664499.84"
"002102","冠福股份","2014-12-31","A","0","4462432173.46"
"002102","冠福股份","2015-12-31","A","0","4871709219.66"
"002102","冠福股份","2016-12-31","A","0","7119831661.11"
"002102","冠福股份","2017-12-31","A","0","8210869555.34"
"002102","ST 冠福","2018-12-31","A","0","7668567056.67"
"002102","ST 冠福","2019-12-31","A","0","8200469746.63"
"002102","ST 冠福","2020-12-31","A","0","9172015149.61"
"002102","ST 冠福","2021-12-31","A","0","9359889356.84"
"002102","ST 冠福","2022-12-31","A","0","9149758633.36"
"002107","沃华医药","2006-12-31","A","0","237011304.81"
"002107","沃华医药","2007-12-31","A","0","452537246.58"
"002107","沃华医药","2008-12-31","A","0","712781281.49"
"002107","沃华医药","2009-12-31","A","0","773863665.17"
"002107","沃华医药","2010-12-31","A","0","636137238.21"
"002107","沃华医药","2011-12-31","A","0","622349614.54"
"002107","沃华医药","2012-12-31","A","0","643697102.68"
"002107","沃华医药","2013-12-31","A","0","645047401.23"
"002107","沃华医药","2014-12-31","A","0","668638484.35"
"002107","沃华医药","2015-12-31","A","0","668227952.48"
"002107","沃华医药","2016-12-31","A","0","705626466.89"
"002107","沃华医药","2017-12-31","A","0","855495508.77"
"002107","沃华医药","2018-12-31","A","0","922375081.54"
"002107","沃华医药","2019-12-31","A","0","1008021813.82"
"002107","沃华医药","2020-12-31","A","0","1370094900.45"
"002107","沃华医药","2021-12-31","A","0","1161092124.65"
"002107","沃华医药","2022-12-31","A","0","1099991311.86"
"002166","莱茵生物","2007-12-31","A","1","303573887.70"
"002166","莱茵生物","2008-12-31","A","0","355368991.10"
"002166","莱茵生物","2009-12-31","A","0","409783068.25"
"002166","莱茵生物","2010-12-31","A","0","548099759.28"
"002166","莱茵生物","2011-12-31","A","0","926121569.54"
"002166","莱茵生物","2012-12-31","A","0","908157355.03"
"002166","莱茵生物","2013-12-31","A","0","1149099935.23"
"002166","莱茵生物","2014-12-31","A","0","1500502076.51"
"002166","莱茵生物","2015-12-31","A","0","2029927403.13"
"002166","莱茵生物","2016-12-31","A","0","2431269694.87"
"002166","莱茵生物","2017-12-31","A","0","2896950513.93"
"002166","莱茵生物","2018-12-31","A","0","2122029854.59"
"002166","莱茵生物","2019-12-31","A","0","2599695710.03"
"002166","莱茵生物","2020-12-31","A","1","3162557184.02"
"002166","莱茵生物","2021-12-31","A","1","3259000827.99"
"002166","莱茵生物","2022-12-31","A","0","4455360858.16"
"002198","嘉应制药","2007-12-31","A","0","245477660.95"
"002198","嘉应制药","2008-12-31","A","0","235240094.54"
"002198","嘉应制药","2009-12-31","A","0","253329555.94"
"002198","嘉应制药","2010-12-31","A","0","300871897.83"
"002198","嘉应制药","2011-12-31","A","0","306549388.94"
"002198","嘉应制药","2012-12-31","A","1","314248150.70"
"002198","嘉应制药","2013-12-31","A","0","919003084.87"
"002198","嘉应制药","2014-12-31","A","1","1035283718.38"
"002198","嘉应制药","2015-12-31","A","1","1047997444.15"
"002198","嘉应制药","2016-12-31","A","0","1099254401.78"
"002198","嘉应制药","2017-12-31","A","0","876610240.21"
"002198","嘉应制药","2018-12-31","A","1","889559036.66"
"002198","嘉应制药","2019-12-31","A","0","855938235.20"
"002198","嘉应制药","2020-12-31","A","0","808439808.13"
"002198","嘉应制药","2021-12-31","A","0","807337692.89"
"002198","嘉应制药","2022-12-31","A","0","846650977.26"
"002252","上海莱士","2008-12-31","A","0","831189780.61"
"002252","上海莱士","2009-12-31","A","0","825217084.39"
"002252","上海莱士","2010-12-31","A","0","930325597.26"
"002252","上海莱士","2011-12-31","A","0","1009530053.60"
"002252","上海莱士","2012-12-31","A","1","1208260796.39"
"002252","上海莱士","2013-12-31","A","1","1575146803.85"
"002252","上海莱士","2014-12-31","A","0","9379458963.86"
"002252","上海莱士","2015-12-31","A","0","11556011686.37"
"002252","上海莱士","2016-12-31","A","0","13225626654.85"
"002252","上海莱士","2017-12-31","A","0","14455419619.02"
"002252","上海莱士","2018-12-31","A","0","11387344824.04"
"002252","上海莱士","2019-12-31","A","0","11853051145.30"
"002252","上海莱士","2020-12-31","A","0","25493798616.93"
"002252","上海莱士","2021-12-31","A","0","27236582048.82"
"002252","上海莱士","2022-12-31","A","0","30457959495.12"
"002262","恩华药业","2008-12-31","A","0","729405337.01"
"002262","恩华药业","2009-12-31","A","0","780684038.16"
"002262","恩华药业","2010-12-31","A","0","954298381.06"
"002262","恩华药业","2011-12-31","A","0","1093597527.02"
"002262","恩华药业","2012-12-31","A","0","1344848936.28"
"002262","恩华药业","2013-12-31","A","0","1566341148.18"
"002262","恩华药业","2014-12-31","A","0","1922656263.98"
"002262","恩华药业","2015-12-31","A","0","2550922408.08"
"002262","恩华药业","2016-12-31","A","0","2974889940.25"
"002262","恩华药业","2017-12-31","A","0","3301569479.72"
"002262","恩华药业","2018-12-31","A","1","4030165324.07"
"002262","恩华药业","2019-12-31","A","0","4201501934.75"
"002262","恩华药业","2020-12-31","A","1","4748440264.63"
"002262","恩华药业","2021-12-31","A","0","5697186706.05"
"002262","恩华药业","2022-12-31","A","0","6481745574.76"
"002275","桂林三金","2009-12-31","A","0","2061852550.49"
"002275","桂林三金","2010-12-31","A","0","1981271655.72"
"002275","桂林三金","2011-12-31","A","0","2200994937.84"
"002275","桂林三金","2012-12-31","A","0","2485155256.49"
"002275","桂林三金","2013-12-31","A","0","2689170036.26"
"002275","桂林三金","2014-12-31","A","0","2783638842.72"
"002275","桂林三金","2015-12-31","A","0","2759713199.53"
"002275","桂林三金","2016-12-31","A","0","2869846753.94"
"002275","桂林三金","2017-12-31","A","0","3229564585.48"
"002275","桂林三金","2018-12-31","A","0","3406130253.17"
"002275","桂林三金","2019-12-31","A","0","3415617789.20"
"002275","桂林三金","2020-12-31","A","0","3882273181.59"
"002275","桂林三金","2021-12-31","A","0","4095868127.50"
"002275","桂林三金","2022-12-31","A","0","3964926749.15"
"002287","奇正藏药","2009-12-31","A","0","1297341558.07"
"002287","奇正藏药","2010-12-31","A","0","1320036795.12"
"002287","奇正藏药","2011-12-31","A","0","1357548121.07"
"002287","奇正藏药","2012-12-31","A","0","1432556398.92"
"002287","奇正藏药","2013-12-31","A","1","1534557380.22"
"002287","奇正藏药","2014-12-31","A","0","1791887126.21"
"002287","奇正藏药","2015-12-31","A","0","2070132376.07"
"002287","奇正藏药","2016-12-31","A","0","2075693302.95"
"002287","奇正藏药","2017-12-31","A","0","2296568381.10"
"002287","奇正藏药","2018-12-31","A","0","2312773222.44"
"002287","奇正藏药","2019-12-31","A","0","2984122442.23"
"002287","奇正藏药","2020-12-31","A","0","4459100471.49"
"002287","奇正藏药","2021-12-31","A","0","5567753848.57"
"002287","奇正藏药","2022-12-31","A","0","5886644252.44"
"002294","信立泰","2009-12-31","A","0","1771953848.36"
"002294","信立泰","2010-12-31","A","0","2174876679.23"
"002294","信立泰","2011-12-31","A","0","2445141032.34"
"002294","信立泰","2012-12-31","A","0","2980719190.10"
"002294","信立泰","2013-12-31","A","0","3643252581.73"
"002294","信立泰","2014-12-31","A","0","4616041988.88"
"002294","信立泰","2015-12-31","A","0","5386882729.78"
"002294","信立泰","2016-12-31","A","0","6534139146.78"
"002294","信立泰","2017-12-31","A","0","6864381571.05"
"002294","信立泰","2018-12-31","A","0","7904804408.89"
"002294","信立泰","2019-12-31","A","0","7733296206.42"
"002294","信立泰","2020-12-31","A","0","6918498172.12"
"002294","信立泰","2021-12-31","A","0","9243885013.99"
"002294","信立泰","2022-12-31","A","0","9755121609.89"
"002317","众生药业","2009-12-31","A","0","1403604131.19"
"002317","众生药业","2010-12-31","A","0","1482187605.52"
"002317","众生药业","2011-12-31","A","0","1569730800.47"
"002317","众生药业","2012-12-31","A","0","1737120055.22"
"002317","众生药业","2013-12-31","A","0","1980991338.68"
"002317","众生药业","2014-12-31","A","0","2306371084.67"
"002317","众生药业","2015-12-31","A","0","3334027157.94"
"002317","众生药业","2016-12-31","A","0","4225407000.65"
"002317","众生药业","2017-12-31","A","0","4856094847.29"
"002317","众生药业","2018-12-31","A","1","5244336318.08"
"002317","众生药业","2019-12-31","A","0","5506576390.87"
"002317","众生药业","2020-12-31","A","1","4776078558.12"
"002317","众生药业","2021-12-31","A","0","4901980877.51"
"002317","众生药业","2022-12-31","A","0","5775284499.26"
"002332","仙琚制药","2009-12-31","A","0","1878437467.69"
"002332","仙琚制药","2010-12-31","A","0","1822625869.68"
"002332","仙琚制药","2011-12-31","A","0","2013529578.69"
"002332","仙琚制药","2012-12-31","A","0","2442986188.83"
"002332","仙琚制药","2013-12-31","A","0","2753781655.82"
"002332","仙琚制药","2014-12-31","A","0","2802557106.99"
"002332","仙琚制药","2015-12-31","A","0","3438943218.46"
"002332","仙琚制药","2016-12-31","A","0","3620740691.12"
"002332","仙琚制药","2017-12-31","A","0","5134599095.24"
"002332","仙琚制药","2018-12-31","A","0","5443275372.92"
"002332","仙琚制药","2019-12-31","A","0","5824345547.49"
"002332","仙琚制药","2020-12-31","A","0","6838231066.49"
"002332","仙琚制药","2021-12-31","A","0","6723208000.32"
"002332","仙琚制药","2022-12-31","A","0","6738173286.59"
"002349","精华制药","2009-12-31","A","0","220370117.04"
"002349","精华制药","2010-12-31","A","0","611413977.97"
"002349","精华制药","2011-12-31","A","0","780528986.29"
"002349","精华制药","2012-12-31","A","0","957711072.36"
"002349","精华制药","2013-12-31","A","0","1070815143.12"
"002349","精华制药","2014-12-31","A","0","1886557444.59"
"002349","精华制药","2015-12-31","A","0","2506085400.96"
"002349","精华制药","2016-12-31","A","0","2530494973.86"
"002349","精华制药","2017-12-31","A","0","3241587925.29"
"002349","精华制药","2018-12-31","A","0","3399701718.30"
"002349","精华制药","2019-12-31","A","0","2941338590.70"
"002349","精华制药","2020-12-31","A","1","3156027189.46"
"002349","精华制药","2021-12-31","A","0","3198096241.82"
"002349","精华制药","2022-12-31","A","0","3041677568.76"
"002365","永安药业","2010-12-31","A","0","1090711834.31"
"002365","永安药业","2011-12-31","A","0","1160417656.68"
"002365","永安药业","2012-12-31","A","0","1210779714.76"
"002365","永安药业","2013-12-31","A","1","1202353107.83"
"002365","永安药业","2014-12-31","A","0","1187029301.53"
"002365","永安药业","2015-12-31","A","0","1202988458.88"
"002365","永安药业","2016-12-31","A","0","1273318351.68"
"002365","永安药业","2017-12-31","A","0","1579917773.10"
"002365","永安药业","2018-12-31","A","1","1929049392.75"
"002365","永安药业","2019-12-31","A","0","1907848550.84"
"002365","永安药业","2020-12-31","A","1","2163733031.71"
"002365","永安药业","2021-12-31","A","0","2285925658.35"
"002365","永安药业","2022-12-31","A","0","2424179175.81"
"002370","亚太药业","2010-12-31","A","0","864977832.88"
"002370","亚太药业","2011-12-31","A","0","871784411.28"
"002370","亚太药业","2012-12-31","A","0","818018370.81"
"002370","亚太药业","2013-12-31","A","1","801862083.87"
"002370","亚太药业","2014-12-31","A","0","848527462.37"
"002370","亚太药业","2015-12-31","A","0","2060949104.44"
"002370","亚太药业","2016-12-31","A","1","2432147572.22"
"002370","亚太药业","2017-12-31","A","1","2847749909.72"
"002370","亚太药业","2018-12-31","A","1","3538590255.60"
"002370","亚太药业","2019-12-31","A","0","2268340003.91"
"002370","亚太药业","2020-12-31","A","0","1956320525.62"
"002370","亚太药业","2021-12-31","A","0","1610781365.72"
"002370","亚太药业","2022-12-31","A","0","1523620705.13"
"002390","信邦制药","2010-12-31","A","0","1125509041.01"
"002390","信邦制药","2011-12-31","A","0","1243558218.33"
"002390","信邦制药","2012-12-31","A","0","1334620165.78"
"002390","信邦制药","2013-12-31","A","1","1486623299.24"
"002390","信邦制药","2014-12-31","A","1","5223300811.00"
"002390","信邦制药","2015-12-31","A","0","6504893566.80"
"002390","信邦制药","2016-12-31","A","0","10797081200.48"
"002390","信邦制药","2017-12-31","A","0","11954952353.81"
"002390","信邦制药","2018-12-31","A","1","10854314146.17"
"002390","信邦制药","2019-12-31","A","0","10419401537.72"
"002390","信邦制药","2020-12-31","A","1","9662173468.05"
"002390","信邦制药","2021-12-31","A","0","9628645372.98"
"002390","信邦制药","2022-12-31","A","0","9793091573.35"
"002393","力生制药","2010-12-31","A","0","2727201925.75"
"002393","力生制药","2011-12-31","A","0","2862229886.68"
"002393","力生制药","2012-12-31","A","0","2934749700.60"
"002393","力生制药","2013-12-31","A","1","3222089032.03"
"002393","力生制药","2014-12-31","A","0","3247806533.57"
"002393","力生制药","2015-12-31","A","0","3409447121.64"
"002393","力生制药","2016-12-31","A","0","3485746657.15"
"002393","力生制药","2017-12-31","A","0","3682038382.30"
"002393","力生制药","2018-12-31","A","1","3917201547.49"
"002393","力生制药","2019-12-31","A","0","5272702523.46"
"002393","力生制药","2020-12-31","A","0","5022182988.99"
"002393","力生制药","2021-12-31","A","0","5190932494.57"
"002393","力生制药","2022-12-31","A","0","5291039548.29"
"002399","海普瑞","2010-12-31","A","0","8127003268.59"
"002399","海普瑞","2011-12-31","A","0","7974312664.25"
"002399","海普瑞","2012-12-31","A","0","8259893243.21"
"002399","海普瑞","2013-12-31","A","1","8271379204.50"
"002399","海普瑞","2014-12-31","A","0","9930354306.16"
"002399","海普瑞","2015-12-31","A","0","12168488611.79"
"002399","海普瑞","2016-12-31","A","0","12913585939.92"
"002399","海普瑞","2017-12-31","A","1","13189413531.98"
"002399","海普瑞","2018-12-31","A","1","13602229643.60"
"002399","海普瑞","2019-12-31","A","0","15242205403.45"
"002399","海普瑞","2020-12-31","A","1","19025894654.11"
"002399","海普瑞","2021-12-31","A","0","19108175266.78"
"002399","海普瑞","2022-12-31","A","0","20814206782.52"
"002411","九九久","2010-12-31","A","0","902173373.87"
"002411","九九久","2011-12-31","A","0","1060338553.13"
"002411","九九久","2012-12-31","A","0","1199164739.38"
"002411","九九久","2013-12-31","A","0","1308963979.04"
"002411","九九久","2014-12-31","A","0","1561605326.57"
"002411","九九久","2015-12-31","A","1","8831532538.06"
"002411","必康股份","2016-12-31","A","1","18061641674.27"
"002411","必康股份","2017-12-31","A","1","19909050949.62"
"002411","延安必康","2018-12-31","A","1","20611211079.40"
"002411","延安必康","2019-12-31","A","1","22751389110.63"
"002411","延安必康","2020-12-31","A","1","19207421102.85"
"002411","延安必康","2021-12-31","A","0","18723316953.99"
"002411","*ST 必康","2022-12-31","A","0","14861598713.66"
"002412","汉森制药","2010-12-31","A","0","948053052.88"
"002412","汉森制药","2011-12-31","A","0","938596251.72"
"002412","汉森制药","2012-12-31","A","0","1041870469.37"
"002412","汉森制药","2013-12-31","A","0","1322116853.84"
"002412","汉森制药","2014-12-31","A","1","1367771693.92"
"002412","汉森制药","2015-12-31","A","1","1380316387.33"
"002412","汉森制药","2016-12-31","A","1","1674388729.53"
"002412","汉森制药","2017-12-31","A","1","1700409524.23"
"002412","汉森制药","2018-12-31","A","1","1798360607.85"
"002412","汉森制药","2019-12-31","A","1","1882905804.71"
"002412","汉森制药","2020-12-31","A","1","1888641664.49"
"002412","汉森制药","2021-12-31","A","1","2111282192.35"
"002412","汉森制药","2022-12-31","A","0","2290944050.05"
"002422","科伦药业","2010-12-31","A","0","8789900227.00"
"002422","科伦药业","2011-12-31","A","0","10465372412.00"
"002422","科伦药业","2012-12-31","A","0","14930778241.00"
"002422","科伦药业","2013-12-31","A","1","17946851434.00"
"002422","科伦药业","2014-12-31","A","0","21202835316.00"
"002422","科伦药业","2015-12-31","A","0","22583347327.00"
"002422","科伦药业","2016-12-31","A","0","23409878945.00"
"002422","科伦药业","2017-12-31","A","0","27988160462.00"
"002422","科伦药业","2018-12-31","A","0","29360882983.00"
"002422","科伦药业","2019-12-31","A","0","31485373711.00"
"002422","科伦药业","2020-12-31","A","1","31983345963.00"
"002422","科伦药业","2021-12-31","A","0","31539910785.00"
"002422","科伦药业","2022-12-31","A","0","34118379816.00"
"002424","贵州百灵","2010-12-31","A","0","2799513969.68"
"002424","贵州百灵","2011-12-31","A","0","3018820107.84"
"002424","贵州百灵","2012-12-31","A","0","3240031321.17"
"002424","贵州百灵","2013-12-31","A","0","3479168982.98"
"002424","贵州百灵","2014-12-31","A","0","3565181479.68"
"002424","贵州百灵","2015-12-31","A","0","3841513009.55"
"002424","贵州百灵","2016-12-31","A","0","4235956472.21"
"002424","贵州百灵","2017-12-31","A","0","4822671249.89"
"002424","贵州百灵","2018-12-31","A","0","5976300488.70"
"002424","贵州百灵","2019-12-31","A","1","7048928686.43"
"002424","贵州百灵","2020-12-31","A","0","7032834480.26"
"002424","贵州百灵","2021-12-31","A","1","6473829630.09"
"002424","贵州百灵","2022-12-31","A","0","6894398806.75"
"002435","长江润发","2010-12-31","A","0","1054437888.40"
"002435","长江润发","2011-12-31","A","0","1098276097.21"
"002435","长江润发","2012-12-31","A","0","1116313521.84"
"002435","长江润发","2013-12-31","A","1","1225754921.81"
"002435","长江润发","2014-12-31","A","0","1369779345.62"
"002435","长江润发","2015-12-31","A","1","1422539508.95"
"002435","长江润发","2016-12-31","A","0","5886599845.97"
"002435","长江润发","2017-12-31","A","0","6816893914.92"
"002435","长江润发","2018-12-31","A","0","8244164079.60"
"002435","长江健康","2019-12-31","A","1","7534296078.69"
"002435","长江健康","2020-12-31","A","1","7144890943.98"
"002435","长江健康","2021-12-31","A","0","7169632208.56"
"002435","长江健康","2022-12-31","A","0","7371749936.56"
"002437","誉衡药业","2010-12-31","A","0","2194470048.23"
"002437","誉衡药业","2011-12-31","A","0","2312253611.26"
"002437","誉衡药业","2012-12-31","A","0","2564606116.90"
"002437","誉衡药业","2013-12-31","A","0","2942980911.98"
"002437","誉衡药业","2014-12-31","A","0","4922349658.56"
"002437","誉衡药业","2015-12-31","A","1","8318360329.87"
"002437","誉衡药业","2016-12-31","A","0","8666544466.23"
"002437","誉衡药业","2017-12-31","A","0","9064144464.19"
"002437","誉衡药业","2018-12-31","A","0","9477173262.97"
"002437","誉衡药业","2019-12-31","A","0","6407579736.43"
"002437","誉衡药业","2020-12-31","A","0","4516310694.76"
"002437","誉衡药业","2021-12-31","A","0","4695143655.89"
"002437","誉衡药业","2022-12-31","A","0","4074185955.01"
"002550","千红制药","2010-12-31","A","0","548526586.04"
"002550","千红制药","2011-12-31","A","0","1853179182.10"
"002550","千红制药","2012-12-31","A","0","1927373757.16"
"002550","千红制药","2013-12-31","A","0","2066285225.96"
"002550","千红制药","2014-12-31","A","0","2310739368.86"
"002550","千红制药","2015-12-31","A","0","2833137726.31"
"002550","千红制药","2016-12-31","A","0","3033875266.88"
"002550","千红制药","2017-12-31","A","0","3044305214.35"
"002550","千红制药","2018-12-31","A","0","3178318920.39"
"002550","千红制药","2019-12-31","A","0","2934287067.26"
"002550","千红制药","2020-12-31","A","1","2451779413.58"
"002550","千红制药","2021-12-31","A","0","2508397996.17"
"002550","千红制药","2022-12-31","A","0","2805938488.48"
"002562","兄弟科技","2011-12-31","A","0","1027555614.42"
"002562","兄弟科技","2012-12-31","A","0","2021267713.08"
"002562","兄弟科技","2013-12-31","A","1","1137608908.09"
"002562","兄弟科技","2014-12-31","A","0","1220749305.37"
"002562","兄弟科技","2015-12-31","A","0","2059074121.38"
"002562","兄弟科技","2016-12-31","A","0","2382047958.50"
"002562","兄弟科技","2017-12-31","A","0","3465002177.94"
"002562","兄弟科技","2018-12-31","A","0","3581986748.10"
"002562","兄弟科技","2019-12-31","A","0","4309940220.92"
"002562","兄弟科技","2020-12-31","A","0","5358440754.77"
"002562","兄弟科技","2021-12-31","A","0","5601478127.75"
"002562","兄弟科技","2022-12-31","A","0","5699257406.29"
"002566","益盛药业","2011-12-31","A","0","1578630213.65"
"002566","益盛药业","2012-12-31","A","0","1662173184.58"
"002566","益盛药业","2013-12-31","A","1","1890655248.82"
"002566","益盛药业","2014-12-31","A","0","2490347063.26"
"002566","益盛药业","2015-12-31","A","0","2633725562.65"
"002566","益盛药业","2016-12-31","A","0","2670720692.29"
"002566","益盛药业","2017-12-31","A","0","2653485977.68"
"002566","益盛药业","2018-12-31","A","1","2553101177.99"
"002566","益盛药业","2019-12-31","A","0","2496513671.23"
"002566","益盛药业","2020-12-31","A","1","2796099005.75"
"002566","益盛药业","2021-12-31","A","0","2864366655.13"
"002566","益盛药业","2022-12-31","A","0","2966606675.95"
"002581","万昌科技","2011-12-31","A","0","690193123.45"
"002581","万昌科技","2012-12-31","A","0","729024996.83"
"002581","万昌科技","2013-12-31","A","0","773799469.63"
"002581","万昌科技","2014-12-31","A","0","769486861.55"
"002581","未名医药","2015-12-31","A","0","2415774843.28"
"002581","未名医药","2016-12-31","A","0","2687542015.32"
"002581","未名医药","2017-12-31","A","1","3997148699.86"
"002581","未名医药","2018-12-31","A","1","4293417080.41"
"002581","未名医药","2019-12-31","A","0","3413954103.89"
"002581","未名医药","2020-12-31","A","1","2444963143.56"
"002581","未名医药","2021-12-31","A","0","2756079609.10"
"002581","未名医药","2022-12-31","A","0","2857915829.17"
"002603","以岭药业","2011-12-31","A","0","4225417265.85"
"002603","以岭药业","2012-12-31","A","0","4165722012.03"
"002603","以岭药业","2013-12-31","A","1","4658033725.61"
