"Stkcd","ShortName","Accper","Typrep","C001000000"
"000153","新力药业","2000-12-31","A","25877658.51"
"000153","新力药业","2001-12-31","A","23567558.47"
"000153","新力药业","2002-12-31","A","10475592.85"
"000153","丰原药业","2003-12-31","A","-11457847.02"
"000153","丰原药业","2004-12-31","A","-11716936.70"
"000153","丰原药业","2005-12-31","A","34877101.02"
"000153","丰原药业","2006-12-31","A","36268691.67"
"000153","丰原药业","2007-12-31","A","55259467.94"
"000153","丰原药业","2008-12-31","A","49822559.31"
"000153","丰原药业","2009-12-31","A","32405229.89"
"000153","丰原药业","2010-12-31","A","55037407.05"
"000153","丰原药业","2011-12-31","A","55063471.62"
"000153","丰原药业","2012-12-31","A","45650433.50"
"000153","丰原药业","2013-12-31","A","-70311400.92"
"000153","丰原药业","2014-12-31","A","10510497.35"
"000153","丰原药业","2015-12-31","A","45498599.32"
"000153","丰原药业","2016-12-31","A","78211866.08"
"000153","丰原药业","2017-12-31","A","52395110.05"
"000153","丰原药业","2018-12-31","A","233592504.55"
"000153","丰原药业","2019-12-31","A","66213294.70"
"000153","丰原药业","2020-12-31","A","292753328.44"
"000153","丰原药业","2021-12-31","A","237881716.28"
"000153","丰原药业","2022-12-31","A","439990375.52"
"000403","宜春工程","1998-12-31","A","-2646180.05"
"000403","宜春工程","1999-12-31","A","-23075192.00"
"000403","三九生化","2000-12-31","A","27363225.65"
"000403","三九生化","2001-12-31","A","111279940.56"
"000403","三九生化","2002-12-31","A","159179278.54"
"000403","三九生化","2003-12-31","A","-49467970.75"
"000403","三九生化","2004-12-31","A","-131732024.62"
"000403","三九生化","2005-12-31","A","49958568.13"
"000403","S*ST 生化","2006-12-31","A","-10417048.71"
"000403","S*ST 生化","2007-12-31","A","95029804.90"
"000403","S*ST 生化","2008-12-31","A","74902010.21"
"000403","S*ST 生化","2009-12-31","A","111864920.57"
"000403","S*ST 生化","2010-12-31","A","9878186.89"
"000403","S*ST 生化","2011-12-31","A","130137466.04"
"000403","S*ST 生化","2012-12-31","A","123244985.13"
"000403","*ST 生化","2013-12-31","A","91006899.38"
"000403","ST 生化","2014-12-31","A","77039221.86"
"000403","ST 生化","2015-12-31","A","70310540.04"
"000403","ST 生化","2016-12-31","A","62487361.12"
"000403","ST 生化","2017-12-31","A","-35912087.75"
"000403","振兴生化","2018-12-31","A","116634762.45"
"000403","双林生物","2019-12-31","A","190843307.13"
"000403","双林生物","2020-12-31","A","194839665.96"
"000403","派林生物","2021-12-31","A","408218063.31"
"000403","派林生物","2022-12-31","A","524218863.43"
"000423","东阿阿胶","1998-12-31","A","48372972.69"
"000423","东阿阿胶","1999-12-31","A","-19211122.74"
"000423","东阿阿胶","2000-12-31","A","175931023.54"
"000423","东阿阿胶","2001-12-31","A","44893753.87"
"000423","东阿阿胶","2002-12-31","A","97854693.91"
"000423","东阿阿胶","2003-12-31","A","102169487.29"
"000423","东阿阿胶","2004-12-31","A","137188526.60"
"000423","东阿阿胶","2005-12-31","A","67407174.13"
"000423","S 阿胶","2006-12-31","A","311882903.68"
"000423","东阿阿胶","2007-12-31","A","240331283.36"
"000423","东阿阿胶","2008-12-31","A","296834367.87"
"000423","东阿阿胶","2009-12-31","A","812705828.41"
"000423","东阿阿胶","2010-12-31","A","635765908.52"
"000423","东阿阿胶","2011-12-31","A","709731461.16"
"000423","东阿阿胶","2012-12-31","A","858044198.57"
"000423","东阿阿胶","2013-12-31","A","879093682.54"
"000423","东阿阿胶","2014-12-31","A","657105721.16"
"000423","东阿阿胶","2015-12-31","A","977610166.76"
"000423","东阿阿胶","2016-12-31","A","624572512.94"
"000423","东阿阿胶","2017-12-31","A","1757389210.59"
"000423","东阿阿胶","2018-12-31","A","1009049053.07"
"000423","东阿阿胶","2019-12-31","A","-1119993996.91"
"000423","东阿阿胶","2020-12-31","A","800834183.65"
"000423","东阿阿胶","2021-12-31","A","2800902528.25"
"000423","东阿阿胶","2022-12-31","A","2144878185.39"
"000513","丽珠集团","1998-12-31","A","-18210930.58"
"000513","丽珠集团","1999-12-31","A","246225824.92"
"000513","丽珠集团","2000-12-31","A","38515144.41"
"000513","丽珠集团","2001-12-31","A","155147242.27"
"000513","丽珠集团","2002-12-31","A","213649093.27"
"000513","丽珠集团","2003-12-31","A","300013230.53"
"000513","丽珠集团","2004-12-31","A","181461509.62"
"000513","丽珠集团","2005-12-31","A","161070286.90"
"000513","丽珠集团","2006-12-31","A","226461050.90"
"000513","丽珠集团","2007-12-31","A","248553495.13"
"000513","丽珠集团","2008-12-31","A","345176898.72"
"000513","丽珠集团","2009-12-31","A","494877099.19"
"000513","丽珠集团","2010-12-31","A","633296307.91"
"000513","丽珠集团","2011-12-31","A","708201336.58"
"000513","丽珠集团","2012-12-31","A","593964664.30"
"000513","丽珠集团","2013-12-31","A","439986525.69"
"000513","丽珠集团","2014-12-31","A","717393893.55"
"000513","丽珠集团","2015-12-31","A","927788460.32"
"000513","丽珠集团","2016-12-31","A","1279215037.52"
"000513","丽珠集团","2017-12-31","A","1315865467.69"
"000513","丽珠集团","2018-12-31","A","1267621181.04"
"000513","丽珠集团","2019-12-31","A","1767162882.77"
"000513","丽珠集团","2020-12-31","A","2160760606.42"
"000513","丽珠集团","2021-12-31","A","1902328139.03"
"000513","丽珠集团","2022-12-31","A","2772671295.03"
"000518","ST 苏三山","1998-12-31","A","-4374413.75"
"000518","PT 振新","1999-12-31","A","3439733.13"
"000518","ST 振新","2000-12-31","A","23560514.45"
"000518","四环生物","2001-12-31","A","29398832.90"
"000518","四环生物","2002-12-31","A","171918968.23"
"000518","四环生物","2003-12-31","A","82913969.40"
"000518","四环生物","2004-12-31","A","54051645.82"
"000518","四环生物","2005-12-31","A","-5420929.31"
"000518","四环生物","2006-12-31","A","-37260008.86"
"000518","四环生物","2007-12-31","A","26919821.72"
"000518","四环生物","2008-12-31","A","68691913.73"
"000518","*ST 生物","2009-12-31","A","56998249.78"
"000518","四环生物","2010-12-31","A","218421223.06"
"000518","四环生物","2011-12-31","A","20068093.61"
"000518","四环生物","2012-12-31","A","54563537.61"
"000518","四环生物","2013-12-31","A","-19015164.86"
"000518","四环生物","2014-12-31","A","20089635.26"
"000518","四环生物","2015-12-31","A","-136113147.28"
"000518","四环生物","2016-12-31","A","11579773.72"
"000518","四环生物","2017-12-31","A","-10785813.91"
"000518","四环生物","2018-12-31","A","22566810.71"
"000518","四环生物","2019-12-31","A","58632435.61"
"000518","四环生物","2020-12-31","A","100233420.61"
"000518","四环生物","2021-12-31","A","155654.35"
"000518","四环生物","2022-12-31","A","4865787.34"
"000522","白云山A","1998-12-31","A","-2381780.53"
"000522","ST 白云山","1999-12-31","A","67645876.15"
"000522","ST 白云山","2000-12-31","A","122075492.35"
"000522","ST 白云山","2001-12-31","A","108414295.24"
"000522","白云山A","2002-12-31","A","158059598.77"
"000522","白云山A","2003-12-31","A","226844473.11"
"000522","白云山A","2004-12-31","A","222250958.23"
"000522","白云山A","2005-12-31","A","164873854.82"
"000522","白云山A","2006-12-31","A","101810127.65"
"000522","白云山A","2007-12-31","A","66883854.59"
"000522","白云山A","2008-12-31","A","83532831.99"
"000522","白云山A","2009-12-31","A","300141134.16"
"000522","白云山A","2010-12-31","A","327214424.47"
"000522","白云山A","2011-12-31","A","273914455.01"
"000522","白云山A","2012-12-31","A","515023067.04"
"000534","汕电力A","1998-12-31","A","9549631.22"
"000534","汕电力A","1999-12-31","A","-3215587.05"
"000534","汕电力A","2000-12-31","A","12708234.24"
"000534","汕电力A","2001-12-31","A","14524114.42"
"000534","汕电力A","2002-12-31","A","2974349.50"
"000534","汕电力A","2003-12-31","A","16579370.14"
"000534","汕电力A","2004-12-31","A","-8744924.08"
"000534","汕电力A","2005-12-31","A","-26037464.73"
"000534","汕电力A","2006-12-31","A","-62633019.29"
"000534","汕电力A","2007-12-31","A","-285086336.74"
"000534","汕电力A","2008-12-31","A","236135395.65"
"000534","万泽股份","2009-12-31","A","267472021.92"
"000534","万泽股份","2010-12-31","A","25220853.17"
"000534","万泽股份","2011-12-31","A","-1378164.70"
"000534","万泽股份","2012-12-31","A","234995591.42"
"000534","万泽股份","2013-12-31","A","573042532.75"
"000534","万泽股份","2014-12-31","A","336490823.03"
"000534","万泽股份","2015-12-31","A","-8213755.79"
"000534","万泽股份","2016-12-31","A","-204917460.65"
"000534","万泽股份","2017-12-31","A","66809727.67"
"000534","万泽股份","2018-12-31","A","-110532883.48"
"000534","万泽股份","2019-12-31","A","155333410.42"
"000534","万泽股份","2020-12-31","A","142422522.82"
"000534","万泽股份","2021-12-31","A","136667738.73"
"000534","万泽股份","2022-12-31","A","194886261.83"
"000538","云南白药","1998-12-31","A","40535185.41"
"000538","云南白药","1999-12-31","A","42169910.19"
"000538","云南白药","2000-12-31","A","105221070.28"
"000538","云南白药","2001-12-31","A","80521073.72"
"000538","云南白药","2002-12-31","A","115400424.27"
"000538","云南白药","2003-12-31","A","170115215.50"
"000538","云南白药","2004-12-31","A","169346918.11"
"000538","云南白药","2005-12-31","A","286277104.73"
"000538","云南白药","2006-12-31","A","292162700.07"
"000538","云南白药","2007-12-31","A","60503123.46"
"000538","云南白药","2008-12-31","A","806896878.01"
"000538","云南白药","2009-12-31","A","460548807.32"
"000538","云南白药","2010-12-31","A","432083884.83"
"000538","云南白药","2011-12-31","A","-447788107.10"
"000538","云南白药","2012-12-31","A","794948911.25"
"000538","云南白药","2013-12-31","A","341641586.89"
"000538","云南白药","2014-12-31","A","1586864179.63"
"000538","云南白药","2015-12-31","A","2179500401.19"
"000538","云南白药","2016-12-31","A","2984757682.97"
"000538","云南白药","2017-12-31","A","1155689948.90"
"000538","云南白药","2018-12-31","A","2629807236.75"
"000538","云南白药","2019-12-31","A","2104744825.43"
"000538","云南白药","2020-12-31","A","3828906632.02"
"000538","云南白药","2021-12-31","A","5223278282.50"
"000538","云南白药","2022-12-31","A","3209410032.57"
"000566","轻骑海药","1998-12-31","A","-33884964.41"
"000566","ST 海药","1999-12-31","A","15377267.97"
"000566","轻骑海药","2000-12-31","A","8144530.28"
"000566","轻骑海药","2001-12-31","A","13485897.46"
"000566","ST 海药","2002-12-31","A","38734659.73"
"000566","ST 海药","2003-12-31","A","35477011.49"
"000566","ST 海药","2004-12-31","A","36328494.74"
"000566","G 海药","2005-12-31","A","26315563.34"
"000566","海南海药","2006-12-31","A","30514004.08"
"000566","海南海药","2007-12-31","A","-22586691.92"
"000566","海南海药","2008-12-31","A","6813465.62"
"000566","海南海药","2009-12-31","A","78837761.02"
"000566","海南海药","2010-12-31","A","51608624.45"
"000566","海南海药","2011-12-31","A","57776381.05"
"000566","海南海药","2012-12-31","A","2367913.07"
"000566","海南海药","2013-12-31","A","181805147.85"
"000566","海南海药","2014-12-31","A","14983199.50"
"000566","海南海药","2015-12-31","A","141599984.06"
"000566","海南海药","2016-12-31","A","-17728976.61"
"000566","海南海药","2017-12-31","A","526479214.58"
"000566","海南海药","2018-12-31","A","-508955140.67"
"000566","海南海药","2019-12-31","A","-195759095.60"
"000566","海南海药","2020-12-31","A","-117375748.61"
"000566","海南海药","2021-12-31","A","108223441.12"
"000566","海南海药","2022-12-31","A","142170662.10"
"000590","古汉集团","1998-12-31","A","3888865.76"
"000590","古汉集团","1999-12-31","A","-10345766.34"
"000590","紫光生物","2000-12-31","A","8232240.40"
"000590","紫光古汉","2001-12-31","A","-50999313.68"
"000590","紫光古汉","2002-12-31","A","94297140.83"
"000590","紫光古汉","2003-12-31","A","-24429623.91"
"000590","紫光古汉","2004-12-31","A","48459527.81"
"000590","紫光古汉","2005-12-31","A","55959294.86"
"000590","紫光古汉","2006-12-31","A","-23332859.45"
"000590","紫光古汉","2007-12-31","A","68039949.78"
"000590","紫光古汉","2008-12-31","A","34885632.35"
"000590","紫光古汉","2009-12-31","A","34143678.65"
"000590","紫光古汉","2010-12-31","A","84978226.68"
"000590","紫光古汉","2011-12-31","A","30866206.93"
"000590","紫光古汉","2012-12-31","A","19746060.90"
"000590","紫光古汉","2013-12-31","A","4122159.41"
"000590","紫光古汉","2014-12-31","A","-50908086.51"
"000590","*ST 古汉","2015-12-31","A","-60559966.95"
"000590","启迪古汉","2016-12-31","A","-32513859.07"
"000590","启迪古汉","2017-12-31","A","-89144167.75"
"000590","启迪古汉","2018-12-31","A","654237.33"
"000590","启迪古汉","2019-12-31","A","29208436.19"
"000590","启迪药业","2020-12-31","A","51480579.81"
"000590","启迪药业","2021-12-31","A","25196296.92"
"000590","启迪药业","2022-12-31","A","54473687.13"
"000597","东北药","1998-12-31","A","-7594775.23"
"000597","东北药","1999-12-31","A","54622934.51"
"000597","东北药","2000-12-31","A","36126124.84"
"000597","东北药","2001-12-31","A","78844133.70"
"000597","东北药","2002-12-31","A","157409833.81"
"000597","东北药","2003-12-31","A","230081477.17"
"000597","东北药","2004-12-31","A","211058827.60"
"000597","东北药","2005-12-31","A","111402777.13"
"000597","东北制药","2006-12-31","A","-105997753.35"
"000597","东北制药","2007-12-31","A","198560972.15"
"000597","东北制药","2008-12-31","A","709025038.47"
"000597","东北制药","2009-12-31","A","615905583.38"
"000597","东北制药","2010-12-31","A","255962765.59"
"000597","东北制药","2011-12-31","A","-233321741.72"
"000597","东北制药","2012-12-31","A","86090004.63"
"000597","东北制药","2013-12-31","A","-266384700.48"
"000597","东北制药","2014-12-31","A","46990983.70"
"000597","东北制药","2015-12-31","A","99700460.11"
"000597","东北制药","2016-12-31","A","384514553.13"
"000597","东北制药","2017-12-31","A","-301199612.07"
"000597","东北制药","2018-12-31","A","285090647.02"
"000597","东北制药","2019-12-31","A","352599584.10"
"000597","东北制药","2020-12-31","A","570918423.06"
"000597","东北制药","2021-12-31","A","746506483.75"
"000597","东北制药","2022-12-31","A","1108571233.20"
"000623","吉林敖东","1998-12-31","A","-30895404.80"
"000623","吉林敖东","1999-12-31","A","110178664.61"
"000623","吉林敖东","2000-12-31","A","77036504.77"
"000623","吉林敖东","2001-12-31","A","138761307.59"
"000623","吉林敖东","2002-12-31","A","-4575831.24"
"000623","吉林敖东","2003-12-31","A","147650397.09"
"000623","吉林敖东","2004-12-31","A","218534941.08"
"000623","G 敖东","2005-12-31","A","136255140.50"
"000623","吉林敖东","2006-12-31","A","187992627.86"
"000623","吉林敖东","2007-12-31","A","384693029.51"
"000623","吉林敖东","2008-12-31","A","235027833.38"
"000623","吉林敖东","2009-12-31","A","213027240.15"
"000623","吉林敖东","2010-12-31","A","174221772.60"
"000623","吉林敖东","2011-12-31","A","108303405.75"
"000623","吉林敖东","2012-12-31","A","272401616.41"
"000623","吉林敖东","2013-12-31","A","201217819.52"
"000623","吉林敖东","2014-12-31","A","288827750.65"
"000623","吉林敖东","2015-12-31","A","388032364.72"
"000623","吉林敖东","2016-12-31","A","333812958.37"
"000623","吉林敖东","2017-12-31","A","256485969.89"
"000623","吉林敖东","2018-12-31","A","347635221.58"
"000623","吉林敖东","2019-12-31","A","379456901.57"
"000623","吉林敖东","2020-12-31","A","390408759.72"
"000623","吉林敖东","2021-12-31","A","324846060.15"
"000623","吉林敖东","2022-12-31","A","423856815.88"
"000650","九江化纤","1998-12-31","A","14475282.24"
"000650","九江化纤","1999-12-31","A","67372352.68"
"000650","九江化纤","2000-12-31","A","-37079123.81"
"000650","九江化纤","2001-12-31","A","3416243.86"
"000650","九江化纤","2002-12-31","A","27992694.57"
"000650","九江化纤","2003-12-31","A","-50139210.28"
"000650","九江化纤","2004-12-31","A","17553628.34"
"000650","*ST 九化","2005-12-31","A","-17627824.78"
"000650","S*ST 九化","2006-12-31","A","235279503.24"
"000650","ST 仁和","2007-12-31","A","35397397.04"
"000650","仁和药业","2008-12-31","A","62141462.83"
"000650","仁和药业","2009-12-31","A","200579110.31"
"000650","仁和药业","2010-12-31","A","130072804.00"
"000650","仁和药业","2011-12-31","A","166926090.83"
"000650","仁和药业","2012-12-31","A","183966860.18"
"000650","仁和药业","2013-12-31","A","213355358.98"
"000650","仁和药业","2014-12-31","A","365274345.48"
"000650","仁和药业","2015-12-31","A","434765147.81"
"000650","仁和药业","2016-12-31","A","522083291.16"
"000650","仁和药业","2017-12-31","A","497855600.50"
"000650","仁和药业","2018-12-31","A","569454435.42"
"000650","仁和药业","2019-12-31","A","693970679.96"
"000650","仁和药业","2020-12-31","A","871131642.15"
"000650","仁和药业","2021-12-31","A","777717530.50"
"000650","仁和药业","2022-12-31","A","1269978522.06"
"000661","长春高新","1998-12-31","A","26311104.91"
"000661","长春高新","1999-12-31","A","-89533366.26"
"000661","长春高新","2000-12-31","A","207977362.08"
"000661","长春高新","2001-12-31","A","25680463.18"
"000661","长春高新","2002-12-31","A","14822052.77"
"000661","长春高新","2003-12-31","A","-81160807.64"
"000661","长春高新","2004-12-31","A","-41985790.71"
"000661","长春高新","2005-12-31","A","89905032.09"
"000661","S 长高新","2006-12-31","A","118249773.93"
"000661","长春高新","2007-12-31","A","211528771.35"
"000661","长春高新","2008-12-31","A","163798123.92"
"000661","长春高新","2009-12-31","A","390330399.84"
"000661","长春高新","2010-12-31","A","348989743.41"
"000661","长春高新","2011-12-31","A","169181491.31"
"000661","长春高新","2012-12-31","A","407944688.78"
"000661","长春高新","2013-12-31","A","498580431.52"
"000661","长春高新","2014-12-31","A","279752231.51"
"000661","长春高新","2015-12-31","A","770595142.48"
"000661","长春高新","2016-12-31","A","308073522.45"
"000661","长春高新","2017-12-31","A","381387328.10"
"000661","长春高新","2018-12-31","A","884066572.95"
"000661","长春高新","2019-12-31","A","1934670685.08"
"000661","长春高新","2020-12-31","A","1110989854.82"
"000661","长春高新","2021-12-31","A","3330619225.29"
"000661","长春高新","2022-12-31","A","2826408333.06"
"000739","青岛东方","1998-12-31","A","30096446.69"
"000739","青岛东方","1999-12-31","A","-20523202.90"
"000739","青岛东方","2000-12-31","A","7079831.92"
"000739","青岛东方","2001-12-31","A","-569787.22"
"000739","青岛东方","2002-12-31","A","2814490.28"
"000739","普洛药业","2003-12-31","A","105360967.51"
"000739","普洛药业","2004-12-31","A","47544461.83"
"000739","普洛康裕","2005-12-31","A","87395223.56"
"000739","普洛康裕","2006-12-31","A","159428595.00"
"000739","普洛康裕","2007-12-31","A","174198827.20"
"000739","普洛股份","2008-12-31","A","94568648.03"
"000739","普洛股份","2009-12-31","A","208298453.89"
"000739","普洛股份","2010-12-31","A","121045562.77"
"000739","普洛股份","2011-12-31","A","181737964.92"
"000739","普洛股份","2012-12-31","A","335901418.67"
"000739","普洛药业","2013-12-31","A","190445544.72"
"000739","普洛药业","2014-12-31","A","786637638.17"
"000739","普洛药业","2015-12-31","A","441161691.40"
"000739","普洛药业","2016-12-31","A","180419814.67"
"000739","普洛药业","2017-12-31","A","209799349.56"
"000739","普洛药业","2018-12-31","A","832692274.38"
"000739","普洛药业","2019-12-31","A","1360066190.36"
"000739","普洛药业","2020-12-31","A","1059526132.55"
"000739","普洛药业","2021-12-31","A","611748728.68"
"000739","普洛药业","2022-12-31","A","1326107316.20"
"000756","新华制药","1998-12-31","A","71146593.00"
"000756","新华制药","1999-12-31","A","50638752.77"
"000756","新华制药","2000-12-31","A","167535324.12"
"000756","新华制药","2001-12-31","A","-13715212.24"
"000756","新华制药","2002-12-31","A","42714070.69"
"000756","新华制药","2003-12-31","A","131318228.95"
"000756","新华制药","2004-12-31","A","59124734.87"
"000756","新华制药","2005-12-31","A","178859107.49"
"000756","新华制药","2006-12-31","A","133303506.08"
"000756","新华制药","2007-12-31","A","120591043.84"
"000756","新华制药","2008-12-31","A","103479359.78"
"000756","新华制药","2009-12-31","A","344795891.77"
"000756","新华制药","2010-12-31","A","173000248.75"
"000756","新华制药","2011-12-31","A","97083018.85"
"000756","新华制药","2012-12-31","A","37817990.39"
"000756","新华制药","2013-12-31","A","92636929.72"
"000756","新华制药","2014-12-31","A","346342064.00"
"000756","新华制药","2015-12-31","A","348636176.12"
"000756","新华制药","2016-12-31","A","439348332.79"
"000756","新华制药","2017-12-31","A","389971809.35"
"000756","新华制药","2018-12-31","A","344609119.10"
"000756","新华制药","2019-12-31","A","348271406.17"
"000756","新华制药","2020-12-31","A","420186808.35"
"000756","新华制药","2021-12-31","A","259116960.17"
"000756","新华制药","2022-12-31","A","758240601.50"
"000766","通化金马","1998-12-31","A","-62926297.24"
"000766","通化金马","1999-12-31","A","-80618354.90"
"000766","通化金马","2000-12-31","A","196153960.49"
"000766","通化金马","2001-12-31","A","-740340452.90"
"000766","通化金马","2002-12-31","A","72704529.78"
"000766","通化金马","2003-12-31","A","91987985.99"
"000766","ST 通金马","2004-12-31","A","19123931.89"
"000766","*ST 通金","2005-12-31","A","35735307.48"
"000766","通化金马","2006-12-31","A","-18016778.63"
"000766","通化金马","2007-12-31","A","9951676.82"
"000766","通化金马","2008-12-31","A","10260877.67"
"000766","通化金马","2009-12-31","A","79941577.82"
"000766","通化金马","2010-12-31","A","29054265.59"
"000766","通化金马","2011-12-31","A","-7932276.69"
"000766","通化金马","2012-12-31","A","-6494214.11"
"000766","通化金马","2013-12-31","A","102962801.99"
"000766","通化金马","2014-12-31","A","34317920.13"
"000766","通化金马","2015-12-31","A","-160949746.98"
"000766","通化金马","2016-12-31","A","90629099.82"
"000766","通化金马","2017-12-31","A","26434194.72"
"000766","通化金马","2018-12-31","A","170722975.82"
"000766","通化金马","2019-12-31","A","74861078.98"
"000766","通化金马","2020-12-31","A","80705132.34"
"000766","通化金马","2021-12-31","A","138329704.76"
"000766","通化金马","2022-12-31","A","198163857.90"
"000788","合成制药","1998-12-31","A","-13967335.47"
"000788","合成制药","1999-12-31","A","-78058606.98"
"000788","合成制药","2000-12-31","A","-35034081.65"
"000788","ST 合成","2001-12-31","A","34510543.44"
"000788","ST 合成","2002-12-31","A","-41594790.60"
"000788","ST 合成","2003-12-31","A","129330521.52"
"000788","ST 合成","2004-12-31","A","34721652.25"
"000788","西南合成","2005-12-31","A","1053225.98"
"000788","西南合成","2006-12-31","A","24750119.25"
"000788","西南合成","2007-12-31","A","57860883.35"
"000788","西南合成","2008-12-31","A","149762693.78"
"000788","西南合成","2009-12-31","A","135545890.93"
"000788","西南合成","2010-12-31","A","110610085.87"
"000788","西南合成","2011-12-31","A","79113110.94"
"000788","西南合成","2012-12-31","A","96188344.22"
"000788","北大医药","2013-12-31","A","89074893.09"
"000788","北大医药","2014-12-31","A","165991410.35"
"000788","北大医药","2015-12-31","A","408667748.21"
"000788","北大医药","2016-12-31","A","-116935478.89"
"000788","北大医药","2017-12-31","A","-26337118.47"
"000788","北大医药","2018-12-31","A","204374334.24"
"000788","北大医药","2019-12-31","A","-5782069.05"
"000788","北大医药","2020-12-31","A","-68141309.55"
"000788","北大医药","2021-12-31","A","59142996.49"
"000788","北大医药","2022-12-31","A","278896753.47"
"000790","华神集团","1998-12-31","A","55812482.50"
"000790","华神集团","1999-12-31","A","13759858.62"
"000790","华神集团","2000-12-31","A","15765842.38"
"000790","华神集团","2001-12-31","A","24271678.14"
"000790","华神集团","2002-12-31","A","8428886.00"
"000790","华神集团","2003-12-31","A","36230449.57"
"000790","华神集团","2004-12-31","A","12422067.57"
"000790","华神集团","2005-12-31","A","22353851.98"
"000790","华神集团","2006-12-31","A","18561984.91"
"000790","华神集团","2007-12-31","A","2107339.48"
"000790","华神集团","2008-12-31","A","12003347.38"
"000790","华神集团","2009-12-31","A","29603131.25"
"000790","华神集团","2010-12-31","A","116005687.37"
"000790","华神集团","2011-12-31","A","59965333.25"
"000790","华神集团","2012-12-31","A","-46435992.17"
"000790","华神集团","2013-12-31","A","34850055.97"
"000790","华神集团","2014-12-31","A","-18378505.35"
"000790","华神集团","2015-12-31","A","-60525818.40"
"000790","泰合健康","2016-12-31","A","51590627.88"
"000790","泰合健康","2017-12-31","A","-30416753.68"
"000790","泰合健康","2018-12-31","A","107736443.01"
"000790","泰合健康","2019-12-31","A","65027238.40"
"000790","华神科技","2020-12-31","A","13495800.83"
"000790","华神科技","2021-12-31","A","-55640088.39"
"000790","华神科技","2022-12-31","A","155887751.05"
"000813","天山纺织","1998-12-31","A","100999127.42"
"000813","天山纺织","1999-12-31","A","53151210.64"
"000813","天山纺织","2000-12-31","A","-41157758.30"
"000813","天山纺织","2001-12-31","A","-67964219.15"
"000813","天山纺织","2002-12-31","A","31981690.75"
"000813","天山纺织","2003-12-31","A","-5879573.59"
"000813","天山纺织","2004-12-31","A","44727392.44"
"000813","*ST 天纺","2005-12-31","A","134831229.79"
"000813","天山纺织","2006-12-31","A","22624834.93"
"000813","天山纺织","2007-12-31","A","-6879636.05"
"000813","天山纺织","2008-12-31","A","56526562.90"
"000813","天山纺织","2009-12-31","A","36027087.56"
"000813","天山纺织","2010-12-31","A","-40294865.43"
"000813","天山纺织","2011-12-31","A","-17504264.68"
"000813","天山纺织","2012-12-31","A","16510559.03"
"000813","天山纺织","2013-12-31","A","170585210.11"
"000813","天山纺织","2014-12-31","A","136465461.46"
"000813","天山纺织","2015-12-31","A","124913816.49"
"000813","德展健康","2016-12-31","A","262356181.05"
"000813","德展健康","2017-12-31","A","384636714.90"
"000813","德展健康","2018-12-31","A","379780870.11"
"000813","德展健康","2019-12-31","A","1558808735.93"
"000813","德展健康","2020-12-31","A","827536288.77"
"000813","德展健康","2021-12-31","A","42409946.65"
"000813","德展健康","2022-12-31","A","161719681.88"
"000908","天一科技","1999-12-31","A","13637369.30"
"000908","天一科技","2000-12-31","A","-25048878.25"
"000908","天一科技","2001-12-31","A","30500769.77"
"000908","天一科技","2002-12-31","A","17587958.04"
"000908","天一科技","2003-12-31","A","22510934.57"
"000908","天一科技","2004-12-31","A","-156371682.20"
"000908","*ST 天一","2005-12-31","A","-59490592.25"
"000908","S 天一科","2006-12-31","A","57903241.11"
"000908","S 天一科","2007-12-31","A","52264930.46"
"000908","天一科技","2008-12-31","A","31015808.29"
"000908","天一科技","2009-12-31","A","-11882631.74"
"000908","*ST 天一","2010-12-31","A","-15214968.71"
"000908","ST 天一","2011-12-31","A","-6871134.60"
"000908","ST 天一","2012-12-31","A","351501.68"
"000908","*ST 天一","2013-12-31","A","-3442162.71"
"000908","天一科技","2014-12-31","A","205930470.22"
"000908","景峰医药","2015-12-31","A","92367549.83"
"000908","景峰医药","2016-12-31","A","12324621.13"
"000908","景峰医药","2017-12-31","A","151650408.51"
"000908","景峰医药","2018-12-31","A","350937845.44"
"000908","景峰医药","2019-12-31","A","36170428.51"
"000908","景峰医药","2020-12-31","A","-271684172.70"
"000908","景峰医药","2021-12-31","A","123834599.70"
"000908","景峰医药","2022-12-31","A","123266701.34"
"000915","声乐股份","1999-12-31","A","45192520.53"
"000915","声乐股份","2000-12-31","A","-90483621.03"
"000915","山大华特","2001-12-31","A","-133157.36"
"000915","山大华特","2002-12-31","A","-16527715.47"
"000915","山大华特","2003-12-31","A","2432484.23"
"000915","山大华特","2004-12-31","A","30521428.77"
"000915","山大华特","2005-12-31","A","63376660.35"
"000915","山大华特","2006-12-31","A","51948722.43"
"000915","山大华特","2007-12-31","A","101196844.59"
"000915","山大华特","2008-12-31","A","93802155.10"
"000915","山大华特","2009-12-31","A","129393828.91"
"000915","山大华特","2010-12-31","A","189514198.91"
"000915","山大华特","2011-12-31","A","139091579.48"
"000915","山大华特","2012-12-31","A","163484225.22"
"000915","山大华特","2013-12-31","A","216052537.93"
"000915","山大华特","2014-12-31","A","272411394.69"
"000915","山大华特","2015-12-31","A","290236595.22"
"000915","山大华特","2016-12-31","A","500913721.16"
"000915","山大华特","2017-12-31","A","426108916.98"
"000915","山大华特","2018-12-31","A","538562683.42"
"000915","山大华特","2019-12-31","A","243541497.40"
"000915","山大华特","2020-12-31","A","735551506.32"
"000915","华特达因","2021-12-31","A","755852593.24"
"000915","华特达因","2022-12-31","A","1196404539.42"
"000919","金陵药业","1999-12-31","A","39767067.78"
